,Id,County
644,7000000US13071000018,Colquitt
645,7000000US13071000019,Colquitt
646,7000000US13071000016,Colquitt
647,7000000US13071000021,Colquitt
648,7000000US13071000002,Colquitt
649,7000000US13071000022,Colquitt
650,7000000US13073000090,Columbia
651,7000000US13073000100,Columbia
652,7000000US13073000075,Columbia
653,7000000US13073000025,Columbia
654,7000000US13073000070,Columbia
655,7000000US13073000136,Columbia
656,7000000US13073000135,Columbia
657,7000000US13073000065,Columbia
658,7000000US13073000137,Columbia
659,7000000US13073000125,Columbia
660,7000000US13073000060,Columbia
661,7000000US13073000134,Columbia
662,7000000US13073000051,Columbia
663,7000000US13073000040,Columbia
664,7000000US13073000108,Columbia
665,7000000US13073000120,Columbia
666,7000000US13073000107,Columbia
667,7000000US13073000064,Columbia
668,7000000US13073000032,Columbia
669,7000000US13073000061,Columbia
670,7000000US13073000034,Columbia
671,7000000US13073000033,Columbia
672,7000000US13073000030,Columbia
673,7000000US13073000031,Columbia
674,7000000US13073000020,Columbia
675,7000000US13073000022,Columbia
676,7000000US13073000131,Columbia
677,7000000US13073000010,Columbia
678,7000000US13073000111,Columbia
679,7000000US13073000015,Columbia
680,7000000US13073000115,Columbia
681,7000000US13073000110,Columbia
682,7000000US13073000076,Columbia
683,7000000US13073000018,Columbia
684,7000000US13073000062,Columbia
685,7000000US13073000017,Columbia
686,7000000US13073000026,Columbia
687,7000000US13073000063,Columbia
688,7000000US13073000105,Columbia
689,7000000US13073000024,Columbia
690,7000000US13073000050,Columbia
691,7000000US13073000109,Columbia
692,7000000US13073000085,Columbia
693,7000000US13073000132,Columbia
694,7000000US13073000130,Columbia
695,7000000US13073000080,Columbia
696,7000000US13073000016,Columbia
697,7000000US1307500000C,Cook
698,7000000US130750000DB,Cook
699,7000000US1307500000M,Cook
700,7000000US130750000RB,Cook
701,7000000US130750000EP,Cook
702,7000000US1307500000L,Cook
703,7000000US130750000NL,Cook
704,7000000US1307500000S,Cook
705,7000000US13077000020,Coweta
706,7000000US13077000023,Coweta
707,7000000US13077000017,Coweta
708,7000000US13077000024,Coweta
709,7000000US13077000027,Coweta
710,7000000US13077000003,Coweta
711,7000000US13077000008,Coweta
712,7000000US13077000021,Coweta
713,7000000US13077000004,Coweta
714,7000000US13077000007,Coweta
715,7000000US13077000009,Coweta
716,7000000US13077000010,Coweta
717,7000000US13077000013,Coweta
718,7000000US13077000022,Coweta
719,7000000US13077000019,Coweta
720,7000000US13077000002,Coweta
721,7000000US13077000005,Coweta
722,7000000US13077000025,Coweta
723,7000000US13077000012,Coweta
724,7000000US13077000006,Coweta
725,7000000US13077000001,Coweta
726,7000000US13077000018,Coweta
727,7000000US13077000026,Coweta
728,7000000US13077000014,Coweta
729,7000000US13077000015,Coweta
730,7000000US13077000011,Coweta
731,7000000US1307900001A,Crawford
732,7000000US13079000003,Crawford
733,7000000US1307900001B,Crawford
734,7000000US13079000004,Crawford
735,7000000US13079000005,Crawford
736,7000000US13079000002,Crawford
737,7000000US130810CONEY,Crisp
738,7000000US130810ARABI,Crisp
739,7000000US130810CORDE,Crisp
740,7000000US130810JAMES,Crisp
741,7000000US130810LISTO,Crisp
742,7000000US13083000960,Dade
743,7000000US13083001038,Dade
744,7000000US13083001885,Dade
745,7000000US13083001214,Dade
746,7000000US13083001889,Dade
747,7000000US13083001222,Dade
748,7000000US13083000974,Dade
749,7000000US13085000002,Dawson
750,7000000US13085000003,Dawson
751,7000000US13085000001,Dawson
752,7000000US13087000694,Decatur
753,7000000US13087001613,Decatur
754,7000000US13087001361,Decatur
755,7000000US13087000513,Decatur
756,7000000US13087000514,Decatur
757,7000000US13087001342,Decatur
758,7000000US13087001277,Decatur
759,7000000US13087001325,Decatur
760,7000000US13087001805,Decatur
761,7000000US130890000MQ,Dekalb
762,7000000US130890000AA,Dekalb
763,7000000US130890000SU,Dekalb
764,7000000US130890000AB,Dekalb
765,7000000US130890000SE,Dekalb
766,7000000US130890000EG,Dekalb
767,7000000US130890000AE,Dekalb
768,7000000US130890000AI,Dekalb
769,7000000US130890000CT,Dekalb
770,7000000US130890000CU,Dekalb
771,7000000US130890000BL,Dekalb
772,7000000US130890000GC,Dekalb
773,7000000US130890000YA,Dekalb
774,7000000US130890000SR,Dekalb
775,7000000US130890000BM,Dekalb
776,7000000US130890000CL,Dekalb
777,7000000US130890000ML,Dekalb
778,7000000US130890000MV,Dekalb
779,7000000US130890000MR,Dekalb
780,7000000US130890000BC,Dekalb
781,7000000US130890000JA,Dekalb
782,7000000US130890000BG,Dekalb
783,7000000US130890000ND,Dekalb
784,7000000US130890000BD,Dekalb
785,7000000US130890000CW,Dekalb
786,7000000US130890000BE,Dekalb
787,7000000US130890000BF,Dekalb
788,7000000US130890000BJ,Dekalb
789,7000000US130890000CB,Dekalb
790,7000000US130890000CD,Dekalb
791,7000000US130890000CR,Dekalb
792,7000000US130890000CS,Dekalb
793,7000000US130890000CE,Dekalb
794,7000000US130890000CZ,Dekalb
795,7000000US130890000SP,Dekalb
796,7000000US130890000SQ,Dekalb
797,7000000US130890000CG,Dekalb
798,7000000US130890000CH,Dekalb
799,7000000US130890000CJ,Dekalb
800,7000000US130890000CY,Dekalb
801,7000000US130890000CK,Dekalb
802,7000000US130890000CN,Dekalb
803,7000000US130890000WA,Dekalb
804,7000000US130890000CC,Dekalb
805,7000000US130890000CM,Dekalb
806,7000000US130890000WL,Dekalb
807,7000000US130890000CO,Dekalb
808,7000000US130890000WJ,Dekalb
809,7000000US130890000CP,Dekalb
