County,Polling Place,First Check-In,Last Check-In, First Check-In,Last Check In,Active Registered Voters,Total Election Day Check-Ins,Total EV,Voters/Hour
MCINTOSH,TOWNSEND FIRE STATION,07:46:00,18:50:00,1899-12-30 07:46:00,1899-12-30 18:50:00,572,84,148,7.59
OCONEE,WATKINSVILLE CITY HALL,07:00:00,19:00:00,1899-12-30 07:00:00,1899-12-30 19:00:00,3812,524,1419,43.67
FULTON,Heards Ferrry Elementary,07:07:00,19:33:00,1899-12-30 07:07:00,1899-12-30 19:33:00,2048,334,559,26.86
LAURENS,BUCKEYE FIRE STATION,07:17:00,18:56:00,1899-12-30 07:17:00,1899-12-30 18:56:00,1006,200,230,17.17
GILMER,RESA BUILDING,07:03:00,18:59:00,1899-12-30 07:03:00,1899-12-30 18:59:00,1198,186,253,15.59
TURNER,COMMUNITY CENTER REBECCA,07:30:00,18:54:00,1899-12-30 07:30:00,1899-12-30 18:54:00,448,72,95,6.32
WAYNE,SCREVEN COMMUNITY CENTER,07:52:00,19:02:00,1899-12-30 07:52:00,1899-12-30 19:02:00,1794,336,458,30.09
TIFT,BROOKFIELD FIRE STATION,07:02:00,19:16:00,1899-12-30 07:02:00,1899-12-30 19:16:00,1476,235,268,19.21
WILKES,TIGNALL SCH LUNCH RM,07:04:00,18:58:00,1899-12-30 07:04:00,1899-12-30 18:58:00,896,97,264,8.15
PIKE,CONCORD CITY HALL,07:05:00,18:57:00,1899-12-30 07:05:00,1899-12-30 18:57:00,1424,221,349,18.62
LEE,CRIMINAL JUSTICE TRAINING BLDG,07:22:00,18:53:00,1899-12-30 07:22:00,1899-12-30 18:53:00,598,108,119,9.38
GLASCOCK,MITCHELL COMMUNITY HOUSE,07:03:00,18:41:00,1899-12-30 07:03:00,1899-12-30 18:41:00,429,106,167,9.11
WHEELER,COMMUNITY CENTER - GLENWOOD,07:03:00,18:49:00,1899-12-30 07:03:00,1899-12-30 18:49:00,1278,208,239,17.68
SCREVEN,SYLVANIA COURTROOM,07:06:00,18:54:00,1899-12-30 07:06:00,1899-12-30 18:54:00,1238,137,292,11.61
WARE,MANOR COMMUNITY CENTER,07:17:00,18:45:00,1899-12-30 07:17:00,1899-12-30 18:45:00,465,105,116,9.16
MITCHELL,BRANCHVILLE COMMUNITY HOUSE,07:33:00,18:49:00,1899-12-30 07:33:00,1899-12-30 18:49:00,584,132,139,11.72
JASPER,JACKSON LAKE FIRE STATION,07:02:00,18:54:00,1899-12-30 07:02:00,1899-12-30 18:54:00,3781,504,715,42.47
TIFT,CHULA - TIFT COUNTY FIRE RESCUE STATION 55,07:06:00,19:02:00,1899-12-30 07:06:00,1899-12-30 19:02:00,1306,243,334,20.36
WORTH,WORTH COUNTY AG BUILDING,07:07:00,18:56:00,1899-12-30 07:07:00,1899-12-30 18:56:00,1332,269,375,22.76
PEACH,PEACH COUNTY FIRE STATION #5,07:54:00,18:34:00,1899-12-30 07:54:00,1899-12-30 18:34:00,892,122,120,11.44
HARALSON,WACO CITY HALL COMMUNITY CENTER,08:42:00,18:52:00,1899-12-30 08:42:00,1899-12-30 18:52:00,1138,207,255,20.36
WHITFIELD,PYE KIA,07:08:00,18:55:00,1899-12-30 07:08:00,1899-12-30 18:55:00,1562,183,177,15.53
WHITFIELD,CITY HALL,07:13:00,19:00:00,1899-12-30 07:13:00,1899-12-30 19:00:00,2385,213,333,18.08
SUMTER,BEHIND CITY HALL,07:24:00,19:04:00,1899-12-30 07:24:00,1899-12-30 19:04:00,1038,198,235,16.97
GWINNETT,SUWANEE PUBLIC LIBRARY,07:03:00,18:55:00,1899-12-30 07:03:00,1899-12-30 18:55:00,1725,191,288,16.1
NEWTON,CENTRAL COMMUNITY CHURCH,07:05:00,18:52:00,1899-12-30 07:05:00,1899-12-30 18:52:00,1788,181,388,15.36
TIFT,NEIGHBORHOOD SERVICE CENTER,07:11:00,19:00:00,1899-12-30 07:11:00,1899-12-30 19:00:00,2368,197,332,16.67
TROUP,TROUP HIGH SCHOOL,07:29:00,18:46:00,1899-12-30 07:29:00,1899-12-30 18:46:00,1581,192,364,17.02
WASHINGTON,DAVISBORO COMMUNITY CENTER,07:48:00,18:58:00,1899-12-30 07:48:00,1899-12-30 18:58:00,560,174,172,15.58
WHITE,MT. YONAH BAPTIST CHURCH,07:02:00,18:57:00,1899-12-30 07:02:00,1899-12-30 18:57:00,1197,170,404,14.27
JEFFERSON,CITY OF WADLEY RECREATIONAL PARK BLDG,07:03:00,18:50:00,1899-12-30 07:03:00,1899-12-30 18:50:00,1870,307,537,26.05
FAYETTE,HARPS CROSSING BAPTIST CHURCH,07:07:00,19:02:00,1899-12-30 07:07:00,1899-12-30 19:02:00,1597,263,412,22.07
WHITFIELD,MACK GASTON COMMUNITY CENTER,07:09:00,19:00:00,1899-12-30 07:09:00,1899-12-30 19:00:00,1565,174,109,14.68
SPALDING,FIRST ASSEMBLY OF GOD CHURCH,07:04:00,19:08:00,1899-12-30 07:04:00,1899-12-30 19:08:00,2576,367,586,30.41
WORTH,POULAN CITY HALL,07:05:00,18:48:00,1899-12-30 07:05:00,1899-12-30 18:48:00,839,157,211,13.4
TALBOT,GENEVA CITY HALL,07:07:00,18:39:00,1899-12-30 07:07:00,1899-12-30 18:39:00,470,74,178,6.42
HART,COKESBURY UNITED METHODIST CH,07:08:00,18:48:00,1899-12-30 07:08:00,1899-12-30 18:48:00,1090,213,255,18.26
FLOYD,COOSA HIGH SCHOOL GYM,07:16:00,18:53:00,1899-12-30 07:16:00,1899-12-30 18:53:00,1747,224,330,19.28
HARALSON,MOUNT ZION CHURCH RD FIRE STATION,07:17:00,07:24:00,1899-12-30 07:17:00,1899-12-30 07:24:00,630,4,192,34.29
GILMER,OAKLAND CLUBHOUSE,07:03:00,19:00:00,1899-12-30 07:03:00,1899-12-30 19:00:00,1552,271,480,22.68
WARE,MEMORIAL STADIUM,07:29:00,19:08:00,1899-12-30 07:29:00,1899-12-30 19:08:00,2404,323,617,27.73
THOMAS,THOMASVILLE RESOURCE CENTER,07:12:00,19:01:00,1899-12-30 07:12:00,1899-12-30 19:01:00,1354,137,241,11.59
PICKENS,NELSON CITY HALL,07:30:00,19:31:00,1899-12-30 07:30:00,1899-12-30 19:31:00,1447,222,293,18.47
MACON,MACON COUNTY ANNEX,07:31:00,18:45:00,1899-12-30 07:31:00,1899-12-30 18:45:00,1290,114,308,10.15
SCREVEN,HILTONIA TOWN HALL,07:17:00,18:39:00,1899-12-30 07:17:00,1899-12-30 18:39:00,903,114,197,10.03
TIFT,TY TY CITY HALL,07:05:00,18:51:00,1899-12-30 07:05:00,1899-12-30 18:51:00,1203,181,214,15.38
FANNIN,FIRE STATION 8,07:08:00,18:56:00,1899-12-30 07:08:00,1899-12-30 18:56:00,1286,186,305,15.76
TALBOT,TALBOTTON VOLUNTEER FIRE DEPT.,07:34:00,19:06:00,1899-12-30 07:34:00,1899-12-30 19:06:00,874,90,300,7.8
WEBSTER,WEBSTER COUNTY COMMISSIONER OFFICE,07:02:00,18:56:00,1899-12-30 07:02:00,1899-12-30 18:56:00,1669,268,554,22.52
JENKINS,PERKINS,07:08:00,18:49:00,1899-12-30 07:08:00,1899-12-30 18:49:00,1010,82,307,7.02
SUMTER,DESOTO FIRE STATION,07:12:00,18:58:00,1899-12-30 07:12:00,1899-12-30 18:58:00,1606,318,389,27.03
TALBOT,JUNCTION CITY,07:16:00,18:52:00,1899-12-30 07:16:00,1899-12-30 18:52:00,427,55,151,4.74
TWIGGS,DANVILLE CITY HALL,07:22:00,19:01:00,1899-12-30 07:22:00,1899-12-30 19:01:00,754,194,192,16.65
WALTON,ANNIE MARY BAPTIST CHURCH,07:07:00,18:59:00,1899-12-30 07:07:00,1899-12-30 18:59:00,1218,232,325,19.55
SPALDING,ROBERTS FIRE STATION,07:08:00,19:00:00,1899-12-30 07:08:00,1899-12-30 19:00:00,2128,244,400,20.56
TERRELL,PLEASANT HILL BAPTIST CHURCH,07:10:00,18:47:00,1899-12-30 07:10:00,1899-12-30 18:47:00,296,46,56,3.96
TROUP,ROSEMONT ELEMENTARY SCHOOL,07:11:00,18:58:00,1899-12-30 07:11:00,1899-12-30 18:58:00,3785,602,1145,51.09
MERIWETHER,BRANCH HEBRON CHURCH,07:17:00,18:58:00,1899-12-30 07:17:00,1899-12-30 18:58:00,289,42,84,3.59
FULTON,Concord Baptist Church,07:19:00,18:52:00,1899-12-30 07:19:00,1899-12-30 18:52:00,861,95,92,8.23
WORTH,SHINGLER FIRE STATION,07:20:00,18:32:00,1899-12-30 07:20:00,1899-12-30 18:32:00,521,128,137,11.43
WILCOX,PITTS COMMUNITY CENTER,07:24:00,18:53:00,1899-12-30 07:24:00,1899-12-30 18:53:00,803,171,195,14.89
HEARD,FIRE STATION #8,07:09:00,19:01:00,1899-12-30 07:09:00,1899-12-30 19:01:00,647,72,90,6.07
HEARD,EPHESUS COMMUNITY CENTER,07:04:00,19:10:00,1899-12-30 07:04:00,1899-12-30 19:10:00,1310,255,296,21.07
SCREVEN,PLANTERS ANNEX BUILDING,07:04:00,18:57:00,1899-12-30 07:04:00,1899-12-30 18:57:00,1088,145,180,12.2
HEARD,FIRE STATION #6,07:16:00,19:00:00,1899-12-30 07:16:00,1899-12-30 19:00:00,629,100,130,8.52
WILCOX,PINEVIEW COMMUNITY CENTER,07:23:00,18:53:00,1899-12-30 07:23:00,1899-12-30 18:53:00,571,114,123,9.91
WORTH,DOLES VOLUNTEER FIRE DEPT,07:06:00,18:42:00,1899-12-30 07:06:00,1899-12-30 18:42:00,415,66,108,5.69
FLOYD,V F W POST 4911,07:13:00,18:53:00,1899-12-30 07:13:00,1899-12-30 18:53:00,827,111,147,9.51
MONTGOMERY,AILEY'S OLD ROSENWALD SCHOOL,07:12:00,19:05:00,1899-12-30 07:12:00,1899-12-30 19:05:00,428,86,147,7.24
SCREVEN,SENIOR CITIZENS CENTER,07:25:00,18:51:00,1899-12-30 07:25:00,1899-12-30 18:51:00,1201,136,248,11.9
PEACH,HUNT ELEMENTARY SCHOOL,07:05:00,18:58:00,1899-12-30 07:05:00,1899-12-30 18:58:00,2640,278,594,23.39
WILCOX,NEWT HUDSON AG CENTER,07:12:00,19:01:00,1899-12-30 07:12:00,1899-12-30 19:01:00,407,62,73,5.25
WASHINGTON,WARTHEN FIRE STATION,07:19:00,18:47:00,1899-12-30 07:19:00,1899-12-30 18:47:00,987,168,237,14.65
SCREVEN,JACKSON FIRE STATION,07:23:00,18:09:00,1899-12-30 07:23:00,1899-12-30 18:09:00,390,60,106,5.57
WASHINGTON,DEEPSTEP FIRE STATION,07:14:00,18:58:00,1899-12-30 07:14:00,1899-12-30 18:58:00,2535,138,713,11.76
MONTGOMERY,KIBBEE FIRE STATION,07:10:00,19:12:00,1899-12-30 07:10:00,1899-12-30 19:12:00,517,133,144,11.05
GLASCOCK,MILL VOTING BUILDING,07:04:00,18:54:00,1899-12-30 07:04:00,1899-12-30 18:54:00,764,146,315,12.34
WILKINSON,SENIOR CITIZENS CENTER,07:31:00,18:56:00,1899-12-30 07:31:00,1899-12-30 18:56:00,918,154,287,13.49
FLOYD,LOVEJOY BAPTIST-JOY LIFE CTR,07:14:00,18:59:00,1899-12-30 07:14:00,1899-12-30 18:59:00,1479,157,276,13.36
SCREVEN,ROCKY FORD TOWN HALL,07:41:00,18:36:00,1899-12-30 07:41:00,1899-12-30 18:36:00,510,63,154,5.77
SUMTER,SUMTER CO. AGRICULTURE CENTER,07:05:00,18:51:00,1899-12-30 07:05:00,1899-12-30 18:51:00,1964,226,560,19.21
MITCHELL,SALE CITY COMMUNITY CENTER,07:12:00,18:56:00,1899-12-30 07:12:00,1899-12-30 18:56:00,388,80,65,6.82
GILMER,BOARDTOWN CLUBHOUSE,07:26:00,18:44:00,1899-12-30 07:26:00,1899-12-30 18:44:00,1354,242,455,21.42
WILKINSON,HWY 441-HEYWARD SMITH RD INT,07:25:00,18:39:00,1899-12-30 07:25:00,1899-12-30 18:39:00,424,101,58,8.99
WILKINSON,NICKLESVILLE FIRE DEPARTMENT,08:38:00,18:26:00,1899-12-30 08:38:00,1899-12-30 18:26:00,180,43,32,4.39
FULTON,Aviation Community Cultural Center,08:51:00,20:07:00,1899-12-30 08:51:00,1899-12-30 20:07:00,580,7,6,0.62
HANCOCK,DEVEREUX FIRE STATION,06:57:00,18:57:00,1899-12-30 06:57:00,1899-12-30 18:57:00,957,152,320,12.67
RICHMOND,WALLACE BRANCH LIBRARY,07:02:00,18:56:00,1899-12-30 07:02:00,1899-12-30 18:56:00,1429,154,258,12.94
FULTON,Findley Oaks Elementary,07:04:00,19:19:00,1899-12-30 07:04:00,1899-12-30 19:19:00,2104,395,242,32.24
RICHMOND,COVENANT PRES. CHURCH,07:01:00,19:02:00,1899-12-30 07:01:00,1899-12-30 19:02:00,2883,575,802,47.85
HENRY,PHILIPPI BAPTIST CHURCH,07:16:00,19:12:00,1899-12-30 07:16:00,1899-12-30 19:12:00,3312,540,552,45.25
FRANKLIN,CARNESVILLE FIRE DEPARTMENT,06:57:00,18:54:00,1899-12-30 06:57:00,1899-12-30 18:54:00,2263,378,781,31.63
MUSCOGEE,MT PILGRIM BAPTIST CHURCH,07:05:00,19:06:00,1899-12-30 07:05:00,1899-12-30 19:06:00,5681,788,1381,65.58
LINCOLN,MARTINS CROSSROAD,07:04:00,18:45:00,1899-12-30 07:04:00,1899-12-30 18:45:00,1208,131,377,11.21
PEACH,BYRON MUNICIPAL COMPLEX (1),07:01:00,20:54:00,1899-12-30 07:01:00,1899-12-30 20:54:00,2544,549,553,39.54
TELFAIR,HELENA COMMUNITY BLDG,07:11:00,19:02:00,1899-12-30 07:11:00,1899-12-30 19:02:00,909,205,233,17.3
FULTON,Morris Brandon Elementary School,07:04:00,18:56:00,1899-12-30 07:04:00,1899-12-30 18:56:00,5473,822,1229,69.27
FAYETTE,LAFAYETTE EDUCATIONAL CENTER,07:05:00,18:56:00,1899-12-30 07:05:00,1899-12-30 18:56:00,2190,307,563,25.91
PAULDING,PICKETTS MILL BAPTIST CHURCH,07:11:00,18:41:00,1899-12-30 07:11:00,1899-12-30 18:41:00,2610,288,558,25.04
MORGAN,CLACKS CHAPEL FIRE STATION,07:29:00,19:11:00,1899-12-30 07:29:00,1899-12-30 19:11:00,688,117,238,10
WALKER,KENSINGTON-CASSANDRA BAPTIST CHURCH,07:02:00,18:58:00,1899-12-30 07:02:00,1899-12-30 18:58:00,1300,273,273,22.88
FULTON,Inman Middle School,07:03:00,20:56:00,1899-12-30 07:03:00,1899-12-30 20:56:00,4433,916,1166,65.98
TROUP,GRACE BAPTIST CHURCH,07:09:00,18:52:00,1899-12-30 07:09:00,1899-12-30 18:52:00,3156,544,789,46.43
MURRAY,SPRING PLACE METHODIST CHURCH,07:03:00,19:02:00,1899-12-30 07:03:00,1899-12-30 19:02:00,3521,567,780,47.32
PIERCE,EAGLE STATION,07:05:00,18:52:00,1899-12-30 07:05:00,1899-12-30 18:52:00,2533,397,758,33.69
UPSON,YATESVILLE COMMUNITY CENTER,07:11:00,18:57:00,1899-12-30 07:11:00,1899-12-30 18:57:00,1301,250,356,21.25
HALL,LAKEWOOD BAPTIST CHURCH,07:02:00,19:02:00,1899-12-30 07:02:00,1899-12-30 19:02:00,1670,134,272,11.17
MONROE,SMARR FIRE STATION,07:05:00,18:56:00,1899-12-30 07:05:00,1899-12-30 18:56:00,1072,241,273,20.34
JONES,TRI-COMMUNITY FIRE DEPT STATION 5A,07:08:00,19:17:00,1899-12-30 07:08:00,1899-12-30 19:17:00,1290,256,285,21.07
FAYETTE,FAYETTEVILLE CHRISTIAN CHURCH,07:02:00,19:04:00,1899-12-30 07:02:00,1899-12-30 19:04:00,2603,420,875,34.9
OCONEE,ANTIOCH CHRISTIAN CHURCH,07:04:00,18:59:00,1899-12-30 07:04:00,1899-12-30 18:59:00,1344,289,470,24.25
TIFT,OLD GYM,07:05:00,18:58:00,1899-12-30 07:05:00,1899-12-30 18:58:00,3345,299,709,25.16
LINCOLN,LINCOLN CENTER,07:07:00,19:01:00,1899-12-30 07:07:00,1899-12-30 19:01:00,1457,272,408,22.86
LAURENS,W T ADAMS FIRE STA #18,07:05:00,19:01:00,1899-12-30 07:05:00,1899-12-30 19:01:00,2011,399,630,33.44
MUSCOGEE,WYNNBROOK BAPTIST CHURCH,07:05:00,19:25:00,1899-12-30 07:05:00,1899-12-30 19:25:00,2595,328,724,26.59
HARALSON,HARALSON COUNTY FIRE STATION - LITTLE CREEK,07:00:00,18:57:00,1899-12-30 07:00:00,1899-12-30 18:57:00,637,143,183,11.97
MUSCOGEE,WYNNTON UMC,07:04:00,20:38:00,1899-12-30 07:04:00,1899-12-30 20:38:00,5011,632,930,46.58
TIFT,LEROY ROGERS SENIOR CENTER,07:13:00,19:01:00,1899-12-30 07:13:00,1899-12-30 19:01:00,3246,370,742,31.36
TROUP,WEST POINT TECH CENTER,07:16:00,18:58:00,1899-12-30 07:16:00,1899-12-30 18:58:00,2060,231,346,19.74
GILMER,YUKON FIRE STATION,07:03:00,18:52:00,1899-12-30 07:03:00,1899-12-30 18:52:00,1242,216,293,18.28
GWINNETT,GWINNETT CHRISTIAN LIFE,07:07:00,18:56:00,1899-12-30 07:07:00,1899-12-30 18:56:00,2439,408,588,34.53
FULTON,West Side Community CME Church,07:12:00,19:03:00,1899-12-30 07:12:00,1899-12-30 19:03:00,1177,167,110,14.09
WHITFIELD,DAWNVILLE UN MET CHURCH FSHALL,07:22:00,18:56:00,1899-12-30 07:22:00,1899-12-30 18:56:00,2297,447,379,38.65
FULTON,Lake Forest Elementary School,07:35:00,19:02:00,1899-12-30 07:35:00,1899-12-30 19:02:00,1534,249,327,21.75
FULTON,Chattahoochee Hills City Hall,07:02:00,18:56:00,1899-12-30 07:02:00,1899-12-30 18:56:00,2224,403,392,33.87
FULTON,Harvest Rain Church,07:03:00,19:01:00,1899-12-30 07:03:00,1899-12-30 19:01:00,696,137,104,11.45
PIKE,COURTHOUSE,07:04:00,18:59:00,1899-12-30 07:04:00,1899-12-30 18:59:00,2117,286,601,24
TERRELL,SASSER CITY HALL,07:04:00,19:36:00,1899-12-30 07:04:00,1899-12-30 19:36:00,1360,206,300,16.44
HARALSON,TALLAPOOSA SENIOR CENTER,07:11:00,18:57:00,1899-12-30 07:11:00,1899-12-30 18:57:00,2979,439,884,37.31
GLYNN,COLLEGE PLACE METHODIST CHURCH,07:18:00,19:03:00,1899-12-30 07:18:00,1899-12-30 19:03:00,2276,269,448,22.89
HABERSHAM,AMYS CREEK FIRE DEPARTMENT,07:01:00,18:57:00,1899-12-30 07:01:00,1899-12-30 18:57:00,1532,285,539,23.88
TATTNALL,SOUTHEASTERN TECH SCHOOL,07:05:00,19:13:00,1899-12-30 07:05:00,1899-12-30 19:13:00,2400,329,770,27.12
NEWTON,LIFEPOINTE CHURCH OF THE NAZARENE,07:09:00,19:01:00,1899-12-30 07:09:00,1899-12-30 19:01:00,3052,356,748,30
GLYNN,THE CHAPEL,07:16:00,19:43:00,1899-12-30 07:16:00,1899-12-30 19:43:00,2840,219,449,17.59
NEWTON,PORTERDALE BAPTIST CHURCH,07:07:00,19:10:00,1899-12-30 07:07:00,1899-12-30 19:10:00,2725,365,445,30.29
WALKER,LOOKOUT MOUNTAIN CITY HALL,07:07:00,18:56:00,1899-12-30 07:07:00,1899-12-30 18:56:00,1276,222,189,18.79
FULTON,Beecher Hills Elementary School,07:14:00,21:01:00,1899-12-30 07:14:00,1899-12-30 21:01:00,2259,284,485,20.6
GILMER,LIONS CLUB,07:02:00,19:02:00,1899-12-30 07:02:00,1899-12-30 19:02:00,1784,210,583,17.5
GORDON,TOM B. DAVID AIRPORT,07:03:00,18:47:00,1899-12-30 07:03:00,1899-12-30 18:47:00,1784,247,342,21.05
UNION,JOHN SMITH FIRE STATION,07:03:00,18:48:00,1899-12-30 07:03:00,1899-12-30 18:48:00,1474,172,451,14.64
FULTON,Ridgeview Charter Middle School,07:05:00,20:26:00,1899-12-30 07:05:00,1899-12-30 20:26:00,4074,518,809,38.8
OCONEE,ATHENS ACADEMY-SPARTAN CENTER,07:05:00,18:57:00,1899-12-30 07:05:00,1899-12-30 18:57:00,2592,328,889,27.64
OCONEE,NORTH HIGH SHOALS TOWN HALL,07:17:00,18:59:00,1899-12-30 07:17:00,1899-12-30 18:59:00,1845,360,541,30.77
FULTON,Cliftondale United Methodist Church,08:13:00,21:32:00,1899-12-30 08:13:00,1899-12-30 21:32:00,3445,656,750,49.26
WALTON,GOOD HOPE CITY HALL,07:01:00,18:55:00,1899-12-30 07:01:00,1899-12-30 18:55:00,1179,415,286,34.87
FAYETTE,BERACHAH BIBLE CHURCH,07:02:00,18:57:00,1899-12-30 07:02:00,1899-12-30 18:57:00,1586,230,452,19.3
TIFT,MOTT-LITMAN GYM,07:02:00,19:03:00,1899-12-30 07:02:00,1899-12-30 19:03:00,2852,221,371,18.39
RICHMOND,ST AUGUSTINES EPIS. CHURCH,07:03:00,18:58:00,1899-12-30 07:03:00,1899-12-30 18:58:00,2318,300,609,25.17
TATTNALL,OLD COLLINS GYM,07:04:00,18:52:00,1899-12-30 07:04:00,1899-12-30 18:52:00,1445,230,360,19.49
FRANKLIN,GUMLOG BARBEQUE,07:05:00,18:59:00,1899-12-30 07:05:00,1899-12-30 18:59:00,2809,381,780,32.02
MARION,FORT PERRY PRECINCT,07:07:00,18:53:00,1899-12-30 07:07:00,1899-12-30 18:53:00,825,102,175,8.67
GWINNETT,PEACHTREE CORNERS PRESBYTERIAN,07:59:00,18:59:00,1899-12-30 07:59:00,1899-12-30 18:59:00,1949,343,504,31.18
WHITFIELD,SALEM BAPTIST CHURCH FELLOWSHIP HALL,07:05:00,18:59:00,1899-12-30 07:05:00,1899-12-30 18:59:00,2328,307,353,25.8
WARE,SECOND BAPTIST CHURCH,07:21:00,20:54:00,1899-12-30 07:21:00,1899-12-30 20:54:00,3235,464,952,34.24
WHITFIELD,TILTON COMMUNITY CENTER,07:25:00,18:38:00,1899-12-30 07:25:00,1899-12-30 18:38:00,728,121,71,10.79
FULTON,Salem Bible Church,07:57:00,19:07:00,1899-12-30 07:57:00,1899-12-30 19:07:00,2172,221,273,19.79
FRANKLIN,ROYSTON CITY HALL,07:02:00,18:53:00,1899-12-30 07:02:00,1899-12-30 18:53:00,1958,298,549,25.15
JONES,RIVER NORTH FIRE DEPT STATION 6,07:03:00,19:04:00,1899-12-30 07:03:00,1899-12-30 19:04:00,2454,400,542,33.29
MCINTOSH,DARIEN FIRE STATION,07:03:00,18:55:00,1899-12-30 07:03:00,1899-12-30 18:55:00,2430,277,713,23.34
RICHMOND,MT. CALVARY BAPTIST CHURCH,07:03:00,18:59:00,1899-12-30 07:03:00,1899-12-30 18:59:00,1778,206,151,17.26
SPALDING,LIBERTY SPRINGS BAPTIST CHURCH,07:03:00,18:54:00,1899-12-30 07:03:00,1899-12-30 18:54:00,2090,284,453,23.97
GRADY,CALVARY FIRE DEPT,07:04:00,18:49:00,1899-12-30 07:04:00,1899-12-30 18:49:00,801,218,193,18.55
PICKENS,HINTON COMMUNITY CENTER,07:09:00,18:52:00,1899-12-30 07:09:00,1899-12-30 18:52:00,805,197,162,16.81
THOMAS,HARPER ELEMENTARY SCHOOL GYM,07:11:00,19:01:00,1899-12-30 07:11:00,1899-12-30 19:01:00,1996,191,279,16.14
FLOYD,RIVERSIDE BAPTIST CHURCH,07:44:00,18:58:00,1899-12-30 07:44:00,1899-12-30 18:58:00,774,124,161,11.04
FAYETTE,BROOKS UNITED METHODIST CHURCH,07:04:00,19:02:00,1899-12-30 07:04:00,1899-12-30 19:02:00,2467,242,601,20.22
TOOMBS,PARTIN PARK-DREAM BUILDING,07:05:00,19:07:00,1899-12-30 07:05:00,1899-12-30 19:07:00,3672,469,810,38.98
RICHMOND,AUGUSTA AQUATICS CENTER,07:06:00,18:59:00,1899-12-30 07:06:00,1899-12-30 18:59:00,3014,412,792,34.67
JONES,JAMES FIRE DEPT STATION 4,07:20:00,19:03:00,1899-12-30 07:20:00,1899-12-30 19:03:00,1525,221,273,18.86
HART,BIO BAPTIST CHURCH,07:02:00,19:06:00,1899-12-30 07:02:00,1899-12-30 19:06:00,1316,239,338,19.81
TROUP,HOPE ACADEMY,07:03:00,18:55:00,1899-12-30 07:03:00,1899-12-30 18:55:00,2551,351,706,29.58
LAURENS,MINTER FIRE STATION,07:18:00,19:01:00,1899-12-30 07:18:00,1899-12-30 19:01:00,898,173,177,14.77
HANCOCK,POWER OF GOD CHRISTIAN CENTER,07:02:00,19:11:00,1899-12-30 07:02:00,1899-12-30 19:11:00,737,127,204,10.45
HARALSON,HARALSON COUNTY RECREATION BLDG,07:03:00,19:00:00,1899-12-30 07:03:00,1899-12-30 19:00:00,2275,351,748,29.37
FAYETTE,CHRIST OUR SHEPHERD LUTHERAN C,07:05:00,18:52:00,1899-12-30 07:05:00,1899-12-30 18:52:00,1750,201,429,17.06
GILMER,CHERRY LOG COMMUNITY CLUBHOUSE,07:20:00,18:49:00,1899-12-30 07:20:00,1899-12-30 18:49:00,904,164,269,14.28
FAYETTE,OAK GROVE ELEMENTARY SCHOOL,07:04:00,18:52:00,1899-12-30 07:04:00,1899-12-30 18:52:00,1294,181,281,15.34
MCINTOSH,MORGAN CHAPEL CHURCH HALL,07:04:00,19:00:00,1899-12-30 07:04:00,1899-12-30 19:00:00,2046,322,762,26.98
MERIWETHER,LONE OAK COMMUNITY BLG,07:07:00,18:59:00,1899-12-30 07:07:00,1899-12-30 18:59:00,1213,175,291,14.75
ROCKDALE,PUBLIC WORKS BUILDING,07:07:00,18:57:00,1899-12-30 07:07:00,1899-12-30 18:57:00,1919,223,472,18.85
FAYETTE,BRAELINN ELEMENTARY SCHOOL,07:13:00,19:00:00,1899-12-30 07:13:00,1899-12-30 19:00:00,1851,256,407,21.73
WHITFIELD,PINE GROVE CLUBHOUSE,07:21:00,18:57:00,1899-12-30 07:21:00,1899-12-30 18:57:00,1990,309,330,26.64
WALKER,ARMUCHEE VALLEY COMMUNITY CENTER,07:02:00,18:58:00,1899-12-30 07:02:00,1899-12-30 18:58:00,1367,309,207,25.89
HALL,BRENAU CENTER-DOWNTOWN,07:03:00,18:57:00,1899-12-30 07:03:00,1899-12-30 18:57:00,2859,268,521,22.52
GREENE,LAKESIDE CHURCH,07:04:00,18:52:00,1899-12-30 07:04:00,1899-12-30 18:52:00,6352,475,2543,40.25
WARE,WARESBORO CHURCH OF GOD,07:04:00,19:18:00,1899-12-30 07:04:00,1899-12-30 19:18:00,900,188,216,15.37
JONES,HADDOCK FIRE DEPT STATION 2,07:05:00,19:29:00,1899-12-30 07:05:00,1899-12-30 19:29:00,1733,296,361,23.87
TIFT,TIFTON MASONIC LODGE,07:06:00,18:58:00,1899-12-30 07:06:00,1899-12-30 18:58:00,3015,292,668,24.61
LINCOLN,TABERNACLE BAPTIST CHURCH,07:07:00,18:56:00,1899-12-30 07:07:00,1899-12-30 18:56:00,973,143,264,12.1
LEE,FRIENDSHIP BAPTIST CHURCH,07:08:00,18:57:00,1899-12-30 07:08:00,1899-12-30 18:57:00,1344,213,199,18.03
FLOYD,ANTHONY RECREATION CENTER,07:16:00,18:56:00,1899-12-30 07:16:00,1899-12-30 18:56:00,2113,194,499,16.63
PUTNAM,PUTNAM COUNTY ADMIN BLDG,07:22:00,18:58:00,1899-12-30 07:22:00,1899-12-30 18:58:00,3085,321,871,27.67
FULTON,Atlanta South Side Community Health Center,08:08:00,20:41:00,1899-12-30 08:08:00,1899-12-30 20:41:00,1535,118,88,9.4
GWINNETT,KNIGHT ELEMENTARY,09:21:00,19:43:00,1899-12-30 09:21:00,1899-12-30 19:43:00,2497,350,608,33.76
