County,Polling Place,First Check-In,Last Check-In, First Check-In,Last Check In,Active Registered Voters,Total Election Day Check-Ins,Total EV,Voters/Hour
FULTON,Palmetto Library,07:03:00,20:46:00,1899-12-30 07:03:00,1899-12-30 20:46:00,2808,490,401,35.72
FLOYD,FLOYD SPRING BAPTIST CHURCH,07:05:00,19:02:00,1899-12-30 07:05:00,1899-12-30 19:02:00,1583,323,373,27.03
WORTH,BOARD OF ED,07:07:00,18:56:00,1899-12-30 07:07:00,1899-12-30 18:56:00,1336,185,409,15.66
WARE,HAYWOOD BAPTIST CHURCH,07:13:00,18:41:00,1899-12-30 07:13:00,1899-12-30 18:41:00,570,134,148,11.69
UNION,JONES CREEK FIRE STATION,07:15:00,19:00:00,1899-12-30 07:15:00,1899-12-30 19:00:00,1862,227,656,19.32
PIKE,WILLIAMSON COUNTY,07:05:00,18:58:00,1899-12-30 07:05:00,1899-12-30 18:58:00,1745,323,406,27.18
GRADY,PINE PARK FIRE DEPT,07:06:00,19:13:00,1899-12-30 07:06:00,1899-12-30 19:13:00,945,141,169,11.64
RICHMOND,BLYTHE CITY HALL,07:10:00,19:01:00,1899-12-30 07:10:00,1899-12-30 19:01:00,1008,153,193,12.91
GREENE,SILOAM FIRE DEPARTMENT,07:11:00,18:49:00,1899-12-30 07:11:00,1899-12-30 18:49:00,1299,154,340,13.24
THOMAS,THOMAS COUNTY LIBRARY,07:02:00,19:02:00,1899-12-30 07:02:00,1899-12-30 19:02:00,2486,211,502,17.58
WORTH,RED ROCK COMMUNITY CENTER,07:13:00,19:01:00,1899-12-30 07:13:00,1899-12-30 19:01:00,1192,194,208,16.44
MARION,TAZEWELL PRECINCT,07:16:00,19:04:00,1899-12-30 07:16:00,1899-12-30 19:04:00,316,92,83,7.8
HARRIS,PINE MTN VLY VFD,07:02:00,18:53:00,1899-12-30 07:02:00,1899-12-30 18:53:00,1088,168,189,14.18
FAYETTE,NEW BEGINNING PRAISE & WORSHIP,07:08:00,19:00:00,1899-12-30 07:08:00,1899-12-30 19:00:00,3106,425,940,35.81
PIKE,HOLLONVILLE FIRESTATION # 2,07:11:00,19:02:00,1899-12-30 07:11:00,1899-12-30 19:02:00,1662,299,379,25.23
HARALSON,CORINTH CHURCH FELLOWSHIP HALL,07:01:00,18:56:00,1899-12-30 07:01:00,1899-12-30 18:56:00,1599,245,362,20.56
LOWNDES,PR 04 NAYLOR,07:10:00,19:00:00,1899-12-30 07:10:00,1899-12-30 19:00:00,1253,134,199,11.32
PUTNAM,CROOKED CREEK FIRE DEPT,07:43:00,18:50:00,1899-12-30 07:43:00,1899-12-30 18:50:00,1253,182,347,16.37
SPALDING,FIRST PRESBYTERIAN CHURCH,07:03:00,18:54:00,1899-12-30 07:03:00,1899-12-30 18:54:00,2434,286,538,24.14
WHITE,MT PLEASANT UMC,07:02:00,18:56:00,1899-12-30 07:02:00,1899-12-30 18:56:00,880,134,264,11.26
WALKER,MOUNT PLEASANT COMMUNITY CENTER,07:06:00,18:50:00,1899-12-30 07:06:00,1899-12-30 18:50:00,1167,217,237,18.49
WILKES,EDWARD B POPE CENTER,07:13:00,18:57:00,1899-12-30 07:13:00,1899-12-30 18:57:00,1016,104,233,8.86
POLK,PINE BOWER BAPTIST CHURCH GYM,07:03:00,19:00:00,1899-12-30 07:03:00,1899-12-30 19:00:00,1568,201,420,16.82
WORTH,SUMNER MUNICIPAL COMPLEX,07:40:00,18:58:00,1899-12-30 07:40:00,1899-12-30 18:58:00,814,144,165,12.74
GORDON,SUGAR VALLEY BAPTIST CHURCH,07:06:00,18:57:00,1899-12-30 07:06:00,1899-12-30 18:57:00,1416,229,259,19.32
TALBOT,WOODLAND VOLUNTEER FIRE DEPT.,07:07:00,19:03:00,1899-12-30 07:07:00,1899-12-30 19:03:00,700,100,264,8.38
SPALDING,CARVER RD FIRE STATION,07:13:00,19:23:00,1899-12-30 07:13:00,1899-12-30 19:23:00,1898,267,417,21.95
HALL,NORTH HALL COMMUNITY CENTER,07:03:00,18:51:00,1899-12-30 07:03:00,1899-12-30 18:51:00,2832,420,708,35.59
STEWART,COURTHOUSE,07:05:00,18:53:00,1899-12-30 07:05:00,1899-12-30 18:53:00,1156,91,319,7.71
SPALDING,FIRST UNITED METHODIST CHURCH,07:11:00,18:51:00,1899-12-30 07:11:00,1899-12-30 18:51:00,1613,223,426,19.11
GILMER,BIG CREEK FIRE STATION,07:19:00,19:10:00,1899-12-30 07:19:00,1899-12-30 19:10:00,1430,239,428,20.17
MERIWETHER,R. D. HILL MULTIPURPOSE CENTER,07:06:00,19:02:00,1899-12-30 07:06:00,1899-12-30 19:02:00,1990,220,465,18.44
GLYNN,SELDEN PARK,07:39:00,18:58:00,1899-12-30 07:39:00,1899-12-30 18:58:00,1375,104,175,9.19
UNION,FIRE STATION #5,07:05:00,18:54:00,1899-12-30 07:05:00,1899-12-30 18:54:00,584,124,161,10.49
MITCHELL,LESTER COMMUNITY COURTHOUSE,07:12:00,18:48:00,1899-12-30 07:12:00,1899-12-30 18:48:00,1335,122,259,10.52
SPALDING,UNION BAPTIST CHURCH,07:04:00,18:59:00,1899-12-30 07:04:00,1899-12-30 18:59:00,1866,227,313,19.05
PEACH,PEACH COUNTY FIRE STATION #3,07:05:00,18:58:00,1899-12-30 07:05:00,1899-12-30 18:58:00,3095,250,666,21.04
SCREVEN,BAY BRANCH FIRE STATION #9,07:16:00,18:42:00,1899-12-30 07:16:00,1899-12-30 18:42:00,925,144,238,12.59
RANDOLPH,COLEMAN FIREHOUSE,07:05:00,18:37:00,1899-12-30 07:05:00,1899-12-30 18:37:00,219,44,73,3.82
FULTON,Mountain Park Community Building,08:24:00,20:05:00,1899-12-30 08:24:00,1899-12-30 20:05:00,449,117,77,10.01
GWINNETT,GRAFTED CHURCH,07:02:00,19:19:00,1899-12-30 07:02:00,1899-12-30 19:19:00,2179,325,365,26.46
WILKINSON,IVEY VOTING PRECINCT/FIRE DEPT,07:09:00,19:01:00,1899-12-30 07:09:00,1899-12-30 19:01:00,928,139,132,11.71
TERRELL,GRAVES UNITED METHODIST CHURCH,07:06:00,18:33:00,1899-12-30 07:06:00,1899-12-30 18:33:00,594,96,129,8.38
MONTGOMERY,HIGGSTON FIRE STATION,07:20:00,19:01:00,1899-12-30 07:20:00,1899-12-30 19:01:00,1304,280,241,23.97
MERIWETHER,COVE FIRE DEPT,07:08:00,18:48:00,1899-12-30 07:08:00,1899-12-30 18:48:00,199,47,49,4.03
LIBERTY,1ST BAPTIST CHURCH SOCIAL HALL,09:49:00,19:13:00,1899-12-30 09:49:00,1899-12-30 19:13:00,2019,128,305,13.62
MUSCOGEE,ST JOHN AME CHURCH,07:03:00,19:00:00,1899-12-30 07:03:00,1899-12-30 19:00:00,5072,659,1385,55.15
FULTON,Birmingham Falls Elementary,07:06:00,19:32:00,1899-12-30 07:06:00,1899-12-30 19:32:00,4266,598,516,48.1
LAURENS,LAURENS CO FIRE DEPT STA #5,08:29:00,18:59:00,1899-12-30 08:29:00,1899-12-30 18:59:00,3497,630,1151,60
GWINNETT,DACULA PARK ACTIVITY BLDG,10:14:00,19:21:00,1899-12-30 10:14:00,1899-12-30 19:21:00,4615,588,809,64.5
JOHNSON,SWAINSBORO TECH BUILDING,07:01:00,18:55:00,1899-12-30 07:01:00,1899-12-30 18:55:00,2974,427,958,35.88
MCDUFFIE,DEARING COMMUNITY CENTER,07:03:00,19:09:00,1899-12-30 07:03:00,1899-12-30 19:09:00,3163,398,511,32.89
FAYETTE,HOPEWELL UNITED METH CHURCH,07:05:00,19:13:00,1899-12-30 07:05:00,1899-12-30 19:13:00,4558,860,1107,70.88
WHITFIELD,WESTSIDE ELEMENTARY SCHOOL,07:13:00,19:01:00,1899-12-30 07:13:00,1899-12-30 19:01:00,2511,412,565,34.92
FULTON,Sutton Middle School,07:29:00,19:02:00,1899-12-30 07:29:00,1899-12-30 19:02:00,5733,834,1180,72.21
GWINNETT,LANIER HIGH SCHOOL,07:03:00,18:53:00,1899-12-30 07:03:00,1899-12-30 18:53:00,3384,422,638,35.66
HALL,FIRST UNITED METHODIST CHURCH,07:05:00,18:55:00,1899-12-30 07:05:00,1899-12-30 18:55:00,3716,530,1354,44.79
FAYETTE,WOOLSEY BAPTIST CHURCH,07:00:00,19:01:00,1899-12-30 07:00:00,1899-12-30 19:01:00,2408,327,658,27.21
NEWTON,COUNTY LINE BAPTIST CHURCH,07:02:00,19:36:00,1899-12-30 07:02:00,1899-12-30 19:36:00,4439,515,983,40.98
MONROE,PARAN CHURCH FELLOWSHIP HALL,07:51:00,19:00:00,1899-12-30 07:51:00,1899-12-30 19:00:00,1148,181,172,16.23
MURRAY,FIRE STATION #4,07:01:00,18:55:00,1899-12-30 07:01:00,1899-12-30 18:55:00,2041,461,333,38.74
FULTON,Bible Way Ministries,07:02:00,21:04:00,1899-12-30 07:02:00,1899-12-30 21:04:00,1367,197,129,14.04
OCONEE,OCONEE COUNTY CIVIC CENTER,07:02:00,18:53:00,1899-12-30 07:02:00,1899-12-30 18:53:00,4243,594,1498,50.13
HENRY,TABERNACLE OF PRAISE CHURCH,07:47:00,20:02:00,1899-12-30 07:47:00,1899-12-30 20:02:00,4914,731,1178,59.67
FAYETTE,NORTH FAYETTE BAPTIST CHURCH,07:09:00,19:02:00,1899-12-30 07:09:00,1899-12-30 19:02:00,987,499,322,41.99
WALTON,BETWEEN FIRE DEPT,07:16:00,18:57:00,1899-12-30 07:16:00,1899-12-30 18:57:00,1965,430,508,36.8
MITCHELL,COMMUNITY RESOURCE,07:26:00,19:02:00,1899-12-30 07:26:00,1899-12-30 19:02:00,3482,313,921,26.98
FAYETTE,TYRONE PUBLIC LIBRARY,07:02:00,18:54:00,1899-12-30 07:02:00,1899-12-30 18:54:00,2897,513,531,43.23
FAYETTE,SOUTHSIDE BAPTIST CHURCH,07:03:00,18:59:00,1899-12-30 07:03:00,1899-12-30 18:59:00,1890,289,468,24.22
FAYETTE,KEDRON AQUATIC CENTER,07:04:00,19:06:00,1899-12-30 07:04:00,1899-12-30 19:06:00,3370,507,753,42.13
FULTON,West Manor Park Recreation Center,07:06:00,20:55:00,1899-12-30 07:06:00,1899-12-30 20:55:00,4073,695,1212,50.3
HALL,CHEROKEE BLUFFS COMMUNITY CENTER,07:09:00,19:00:00,1899-12-30 07:09:00,1899-12-30 19:00:00,3131,434,485,36.62
SEMINOLE,LIONS HALL,07:10:00,18:43:00,1899-12-30 07:10:00,1899-12-30 18:43:00,1072,146,302,12.64
GILMER,EAST ELLIJAY CITY HALL,07:11:00,18:59:00,1899-12-30 07:11:00,1899-12-30 18:59:00,1607,224,446,18.98
FULTON,West Oakland Missionary Baptist Church,07:13:00,19:24:00,1899-12-30 07:13:00,1899-12-30 19:24:00,1230,254,157,20.85
PAULDING,BEULAHLAND BAPTIST CHURCH,07:09:00,18:46:00,1899-12-30 07:09:00,1899-12-30 18:46:00,2419,233,492,20.06
HENRY,ST. JOSEPH'S EPISCOPAL CHURCH,07:11:00,18:56:00,1899-12-30 07:11:00,1899-12-30 18:56:00,1989,382,464,32.51
MONROE,POPES FERRY FIRE STATION,07:39:00,18:49:00,1899-12-30 07:39:00,1899-12-30 18:49:00,2221,373,545,33.4
RANDOLPH,COURTHOUSE-GOVT CENTER,07:01:00,18:54:00,1899-12-30 07:01:00,1899-12-30 18:54:00,2239,299,749,25.16
WALKER,WALNUT GROVE BAPTIST CHURCH,07:03:00,18:43:00,1899-12-30 07:03:00,1899-12-30 18:43:00,2084,309,522,26.49
GWINNETT,WINTERS CHAPEL UMC,07:23:00,19:20:00,1899-12-30 07:23:00,1899-12-30 19:20:00,2236,294,234,24.6
IRWIN,IRWINVILLE JEFF DAVIS PARK,07:02:00,19:02:00,1899-12-30 07:02:00,1899-12-30 19:02:00,1728,309,509,25.75
WALKER,GEORGIA NORTHWESTERN TECHNICAL COLLEGE,07:02:00,20:10:00,1899-12-30 07:02:00,1899-12-30 20:10:00,6098,843,1338,64.19
TWIGGS,SENIOR CITIZEN CENTER,07:03:00,18:57:00,1899-12-30 07:03:00,1899-12-30 18:57:00,1462,264,557,22.18
FAYETTE,PEACHTREE CITY LIBRARY,07:10:00,19:00:00,1899-12-30 07:10:00,1899-12-30 19:00:00,1209,152,342,12.85
FULTON,Tuskegee Airmen Global Academy,07:11:00,20:54:00,1899-12-30 07:11:00,1899-12-30 20:54:00,2953,375,398,27.34
FULTON,Sandy Springs Library,07:13:00,20:56:00,1899-12-30 07:13:00,1899-12-30 20:56:00,3213,465,730,33.9
HALL,CONCORD BAPTIST CHURCH,07:03:00,19:00:00,1899-12-30 07:03:00,1899-12-30 19:00:00,3384,568,844,47.53
TURNER,AMERICAN LEGION BUILDING,07:03:00,19:01:00,1899-12-30 07:03:00,1899-12-30 19:01:00,1575,235,475,19.64
WORTH,H H WOOLARD COMMUNITY CENTER,07:03:00,18:58:00,1899-12-30 07:03:00,1899-12-30 18:58:00,2856,339,623,28.45
GWINNETT,GRAYSON UMC,07:08:00,20:40:00,1899-12-30 07:08:00,1899-12-30 20:40:00,3650,494,922,36.5
FLOYD,SPRING CREEK BAPT CHURCH,07:02:00,18:54:00,1899-12-30 07:02:00,1899-12-30 18:54:00,1096,209,267,17.61
LEE,SEVENTH-DAY ADVENTIST CHURCH,07:02:00,18:49:00,1899-12-30 07:02:00,1899-12-30 18:49:00,1472,256,297,21.73
FLOYD,RENAISSANCE MARQUIS,07:05:00,18:54:00,1899-12-30 07:05:00,1899-12-30 18:54:00,2181,286,570,24.2
FAYETTE,NORTH FAYETTE METHODIST CHURCH,07:02:00,18:57:00,1899-12-30 07:02:00,1899-12-30 18:57:00,2168,387,673,32.48
HART,GOLDMINE CHURCH OF GOD,07:02:00,18:58:00,1899-12-30 07:02:00,1899-12-30 18:58:00,1834,294,404,24.64
TROUP,GRIGGS CENTER,07:05:00,19:04:00,1899-12-30 07:05:00,1899-12-30 19:04:00,2489,243,380,20.28
GWINNETT,GALILEAN BAPTIST CHURCH,07:06:00,19:23:00,1899-12-30 07:06:00,1899-12-30 19:23:00,2348,326,310,26.54
MARION,BUENA VISTA PRECINCT,07:06:00,19:03:00,1899-12-30 07:06:00,1899-12-30 19:03:00,2300,334,769,27.95
LAMAR,CHAPPELL MILL V. FD,07:09:00,18:52:00,1899-12-30 07:09:00,1899-12-30 18:52:00,1483,217,288,18.52
FANNIN,PRECINCT BUILDING MOBILE RD,07:11:00,18:53:00,1899-12-30 07:11:00,1899-12-30 18:53:00,1112,155,318,13.25
WALTON,CENTER HILL BAPTIST CHURCH,07:11:00,19:01:00,1899-12-30 07:11:00,1899-12-30 19:01:00,2587,294,510,24.85
FULTON,Alpharetta Crabapple Government Center,07:03:00,20:21:00,1899-12-30 07:03:00,1899-12-30 20:21:00,4015,567,746,42.63
FULTON,East Roswell Branch Library,07:08:00,20:46:00,1899-12-30 07:08:00,1899-12-30 20:46:00,2545,427,488,31.32
FAYETTE,BETHANY UNITED METHODIST CHURC,07:11:00,19:06:00,1899-12-30 07:11:00,1899-12-30 19:06:00,2194,432,573,36.25
SUMTER,GSW GOLF AND CONFERENCE CENTER,07:13:00,18:53:00,1899-12-30 07:13:00,1899-12-30 18:53:00,2846,280,828,24
LINCOLN,MIDWAY (OLD VFD),07:17:00,18:37:00,1899-12-30 07:17:00,1899-12-30 18:37:00,559,88,150,7.76
JEFFERSON,LEISURE CENTER,07:02:00,19:00:00,1899-12-30 07:02:00,1899-12-30 19:00:00,3770,526,1158,43.96
JONES,SENIOR CENTER,07:16:00,19:00:00,1899-12-30 07:16:00,1899-12-30 19:00:00,2232,320,570,27.27
MITCHELL,JESTER RECREATION CENTER,07:28:00,18:57:00,1899-12-30 07:28:00,1899-12-30 18:57:00,1990,222,476,19.33
FULTON,Benteen Elementary School,07:04:00,20:57:00,1899-12-30 07:04:00,1899-12-30 20:57:00,1697,338,175,24.35
THOMAS,OCHLOCKNEE SENIOR CITIZENS CTR,07:09:00,18:57:00,1899-12-30 07:09:00,1899-12-30 18:57:00,1188,136,104,11.53
FULTON,Second Ponce De Leon Baptist Church,07:12:00,19:10:00,1899-12-30 07:12:00,1899-12-30 19:10:00,4275,675,899,56.41
FULTON,Hillside Elementary School,07:04:00,20:59:00,1899-12-30 07:04:00,1899-12-30 20:59:00,2772,1173,494,84.29
GWINNETT,CORLEY ELEMENTARY SCHOOL,07:04:00,18:56:00,1899-12-30 07:04:00,1899-12-30 18:56:00,2578,305,274,25.7
HARRIS,SHILOH CITY HALL,07:04:00,18:51:00,1899-12-30 07:04:00,1899-12-30 18:51:00,749,108,156,9.17
TROUP,HOLLIS HAND PRECINCT,07:04:00,19:01:00,1899-12-30 07:04:00,1899-12-30 19:01:00,3518,495,1147,41.42
JEFF DAVIS,SATILLA PARK,07:11:00,18:57:00,1899-12-30 07:11:00,1899-12-30 18:57:00,697,148,162,12.58
FULTON,The Kindezi School - West,07:12:00,20:34:00,1899-12-30 07:12:00,1899-12-30 20:34:00,3070,364,607,27.23
OCONEE,BOGART COMMUNITY CENTER,07:02:00,18:49:00,1899-12-30 07:02:00,1899-12-30 18:49:00,2328,377,590,31.99
PIKE,MOLENA CITY HALL,07:03:00,18:50:00,1899-12-30 07:03:00,1899-12-30 18:50:00,1481,221,353,18.76
HARRIS,PINEY GROVE BAPTIST CHURCH,07:05:00,19:03:00,1899-12-30 07:05:00,1899-12-30 19:03:00,2474,310,520,25.91
MUSCOGEE,ST. PETER METHODIST CHURCH,07:10:00,19:04:00,1899-12-30 07:10:00,1899-12-30 19:04:00,3065,463,593,38.91
JONES,ROBERTS FIRE DEPT STATION 1,07:11:00,19:46:00,1899-12-30 07:11:00,1899-12-30 19:46:00,2641,300,454,23.84
GLYNN,FIRE STATION #2 (TEMP. ST. WILLIAMS CHURCH),07:13:00,19:01:00,1899-12-30 07:13:00,1899-12-30 19:01:00,4155,485,1311,41.1
FLOYD,NORTH ROME1,07:17:00,18:50:00,1899-12-30 07:17:00,1899-12-30 18:50:00,3162,320,989,27.71
LAURENS,DUDLEY CITY HALL,07:20:00,18:57:00,1899-12-30 07:20:00,1899-12-30 18:57:00,1063,269,298,23.16
GWINNETT,CHRIST THE LORD LUTHERAN CHRCH,07:02:00,19:20:00,1899-12-30 07:02:00,1899-12-30 19:20:00,2652,383,393,31.14
JEFFERSON,COMMUNITY CLUB HOUSE,07:03:00,19:00:00,1899-12-30 07:03:00,1899-12-30 19:00:00,2783,492,665,41.17
TIFT,OMEGA CLUB HOUSE,07:05:00,19:00:00,1899-12-30 07:05:00,1899-12-30 19:00:00,834,166,87,13.93
NEWTON,MANSFIELD COMMUNITY HOUSE,07:19:00,19:10:00,1899-12-30 07:19:00,1899-12-30 19:10:00,1443,305,307,25.74
MACON,PRESTON WILLIAMS BUILDING,07:22:00,18:56:00,1899-12-30 07:22:00,1899-12-30 18:56:00,1362,165,272,14.27
FULTON,Creel Park,07:02:00,20:45:00,1899-12-30 07:02:00,1899-12-30 20:45:00,3110,494,592,36.01
WHITFIELD,MILL CREEK BAP CHURCH FSHALL,07:04:00,18:51:00,1899-12-30 07:04:00,1899-12-30 18:51:00,1529,300,244,25.46
UNION,OLD CHOESTOE SCHOOL,07:06:00,18:36:00,1899-12-30 07:06:00,1899-12-30 18:36:00,1286,190,435,16.52
FAYETTE,FIRST BAPTIST CHURCH OF PTC,07:07:00,19:08:00,1899-12-30 07:07:00,1899-12-30 19:08:00,1910,226,378,18.81
LAURENS,DEXTER COMMUNITY CENTER,07:08:00,18:52:00,1899-12-30 07:08:00,1899-12-30 18:52:00,1692,435,346,37.07
HARRIS,PINE MOUNTAIN CITY HALL,07:18:00,19:04:00,1899-12-30 07:18:00,1899-12-30 19:04:00,1566,182,385,15.47
HEARD,CENTRALHATCHEE CITY HALL/COMMUNITY CENTER,07:02:00,19:02:00,1899-12-30 07:02:00,1899-12-30 19:02:00,1697,321,489,26.75
PICKENS,JASPER CITY HALL,07:04:00,19:10:00,1899-12-30 07:04:00,1899-12-30 19:10:00,2437,308,512,25.45
PICKENS,FELLOWSHIP PRESBYTERIAN CHURCH,07:54:00,18:50:00,1899-12-30 07:54:00,1899-12-30 18:50:00,2552,445,861,40.7
GWINNETT,PHARR ELEM SCHOOL,07:02:00,19:16:00,1899-12-30 07:02:00,1899-12-30 19:16:00,2521,376,662,30.74
TERRELL,DAWSON GOVERNMENTAL BUILDING,07:04:00,19:13:00,1899-12-30 07:04:00,1899-12-30 19:13:00,3090,343,632,28.23
FANNIN,FIRE STATION # 6,07:12:00,19:05:00,1899-12-30 07:12:00,1899-12-30 19:05:00,1063,205,341,17.25
LONG,SOUTH LUDOWICI,07:24:00,18:51:00,1899-12-30 07:24:00,1899-12-30 18:51:00,1138,134,177,11.7
HARRIS,OLD MTN. HILL SCHOOL,07:37:00,18:56:00,1899-12-30 07:37:00,1899-12-30 18:56:00,1537,217,308,19.18
WHITE,OLD NACOOCHEE SCHOOL/COMMUNITY,07:05:00,18:31:00,1899-12-30 07:05:00,1899-12-30 18:31:00,1499,207,556,18.1
WILKES,YOUNG FARMER'S BLDG,07:08:00,18:36:00,1899-12-30 07:08:00,1899-12-30 18:36:00,1174,191,389,16.66
UNION,FIRE STATION #4,07:15:00,19:00:00,1899-12-30 07:15:00,1899-12-30 19:00:00,1923,227,709,19.32
HOUSTON,CENTRAL GA TECH HEALTH SCIENCES BLDG,07:06:00,18:59:00,1899-12-30 07:06:00,1899-12-30 18:59:00,4665,434,1072,36.52
RICHMOND,PAINE COLLEGE-HEAL COMPLEX,07:19:00,19:04:00,1899-12-30 07:19:00,1899-12-30 19:04:00,1585,167,256,14.21
WHITFIELD,DALTON-WHITFIELD SENIOR CENTER,07:07:00,18:56:00,1899-12-30 07:07:00,1899-12-30 18:56:00,2098,388,520,32.83
UNION,HARALSON MEMORIAL CIVIC CENTER,07:12:00,18:48:00,1899-12-30 07:12:00,1899-12-30 18:48:00,2384,178,782,15.34
JONES,WE KNOX CIVIC CENTER,07:02:00,19:37:00,1899-12-30 07:02:00,1899-12-30 19:37:00,1665,215,379,17.09
TROUP,ADMINISTRATION BUILDING,07:10:00,18:53:00,1899-12-30 07:10:00,1899-12-30 18:53:00,3907,355,613,30.3
LAMAR,REDBONE COMMUNITY HOUSE,07:18:00,18:55:00,1899-12-30 07:18:00,1899-12-30 18:55:00,597,107,135,9.21
WHITFIELD,CARBONDALE CLUBHOUSE,07:02:00,19:00:00,1899-12-30 07:02:00,1899-12-30 19:00:00,1773,256,231,21.39
MUSCOGEE,BRITT DAVID BAPTIST CHURCH,07:12:00,18:59:00,1899-12-30 07:12:00,1899-12-30 18:59:00,2599,333,441,28.26
GWINNETT,SIMPSON ELEM SCHOOL,07:04:00,18:54:00,1899-12-30 07:04:00,1899-12-30 18:54:00,2582,385,654,32.54
HALL,PINE GROVE BAPTIST CHURCH,07:02:00,18:53:00,1899-12-30 07:02:00,1899-12-30 18:53:00,1181,223,197,18.82
MERIWETHER,COMMUNITY BUILDING,07:03:00,19:02:00,1899-12-30 07:03:00,1899-12-30 19:02:00,1597,233,319,19.44
MERIWETHER,ALVATON FIRE STATION,07:08:00,18:57:00,1899-12-30 07:08:00,1899-12-30 18:57:00,1468,241,320,20.39
FAYETTE,HOLY TRINITY CATHOLIC CHURCH,07:04:00,18:54:00,1899-12-30 07:04:00,1899-12-30 18:54:00,3166,347,874,29.32
GWINNETT,LAWRENCEVILLE 1ST UMC,07:57:00,19:23:00,1899-12-30 07:57:00,1899-12-30 19:23:00,2281,321,555,28.08
WHITFIELD,EASTBROOK MIDDLE SCHOOL GYM,07:08:00,19:14:00,1899-12-30 07:08:00,1899-12-30 19:14:00,2309,304,195,25.12
RICHMOND,KROC CENTER,07:26:00,18:57:00,1899-12-30 07:26:00,1899-12-30 18:57:00,1136,111,168,9.64
WHITFIELD,LITTLE PROSPECT BAP CHURCH FSHALL,08:29:00,19:04:00,1899-12-30 08:29:00,1899-12-30 19:04:00,1084,190,195,17.95
PICKENS,TATE ELEMENTARY SCHOOL,07:02:00,19:03:00,1899-12-30 07:02:00,1899-12-30 19:03:00,2569,399,588,33.2
ROCKDALE,CROSSPOINT CHRISTIAN CHURCH,07:13:00,19:04:00,1899-12-30 07:13:00,1899-12-30 19:04:00,3026,413,798,34.85
THOMAS,FIRE STATION #2,07:06:00,18:53:00,1899-12-30 07:06:00,1899-12-30 18:53:00,1406,118,270,10.01
GLYNN,SE BAPTIST ASSOCIATION BLDG,07:22:00,18:59:00,1899-12-30 07:22:00,1899-12-30 18:59:00,2004,235,331,20.23
MERIWETHER,CHAMBER OF COMMERCE COMM BLG,07:16:00,18:58:00,1899-12-30 07:16:00,1899-12-30 18:58:00,1158,163,220,13.93
JEFFERSON,AVERA FIRE DEPT,07:14:00,18:44:00,1899-12-30 07:14:00,1899-12-30 18:44:00,384,108,66,9.39
JENKINS,SENIOR CITIZENS CENTER,07:02:00,19:01:00,1899-12-30 07:02:00,1899-12-30 19:01:00,2962,358,965,29.87
PEACH,PEACH COUNTY FIRE STATION #1,07:05:00,18:43:00,1899-12-30 07:05:00,1899-12-30 18:43:00,1323,171,275,14.7
JENKINS,FOUR POINTS,07:02:00,18:45:00,1899-12-30 07:02:00,1899-12-30 18:45:00,1050,163,251,13.91
SEMINOLE,SPRING CREEK COMMUNITY CENTER,07:39:00,18:51:00,1899-12-30 07:39:00,1899-12-30 18:51:00,1147,126,207,11.25
FORSYTH,OLDE ATLANTA CLUBHOUSE,07:05:00,19:44:00,1899-12-30 07:05:00,1899-12-30 19:44:00,3619,530,734,41.9
EVANS,VETERAN'S COMMUNITY CENTER,07:04:00,19:02:00,1899-12-30 07:04:00,1899-12-30 19:02:00,6006,703,1569,58.75
TELFAIR,TELFAIR COUNTY REC DEPT,07:11:00,19:02:00,1899-12-30 07:11:00,1899-12-30 19:02:00,2307,161,726,13.59
HENRY,LOCUST GROVE UNITED METHODIST,07:06:00,19:10:00,1899-12-30 07:06:00,1899-12-30 19:10:00,3889,437,680,36.22
GWINNETT,ROCK SPRINGS UMC,07:07:00,20:05:00,1899-12-30 07:07:00,1899-12-30 20:05:00,4813,671,778,51.75
GWINNETT,GRACE BAPTIST CHURCH,09:28:00,19:30:00,1899-12-30 09:28:00,1899-12-30 19:30:00,4683,636,862,63.39
NEWTON,ST AUGUSTINE CATHOLIC CHURCH,07:03:00,19:01:00,1899-12-30 07:03:00,1899-12-30 19:01:00,2532,420,691,35.1
MONROE,HIGH FALLS BAPTIST CHURCH,07:02:00,18:55:00,1899-12-30 07:02:00,1899-12-30 18:55:00,1889,245,339,20.62
MCINTOSH,CRESCENT FIRE STATION,07:02:00,19:07:00,1899-12-30 07:02:00,1899-12-30 19:07:00,2003,353,505,29.21
GWINNETT,NORCROSS HIGH SCHOOL,07:02:00,18:58:00,1899-12-30 07:02:00,1899-12-30 18:58:00,3266,433,753,36.28
LEE,FIRST BAPTIST CHURCH OF ALBANY,07:02:00,19:22:00,1899-12-30 07:02:00,1899-12-30 19:22:00,3736,647,794,52.46
WHITE,MOSSY CREEK UNITED METHODIST C,07:02:00,18:59:00,1899-12-30 07:02:00,1899-12-30 18:59:00,2993,492,844,41.17
GWINNETT,J G DYER ELEM SCHOOL,07:04:00,19:03:00,1899-12-30 07:04:00,1899-12-30 19:03:00,2958,374,578,31.21
FAYETTE,ONE CHURCH,07:08:00,18:55:00,1899-12-30 07:08:00,1899-12-30 18:55:00,3459,521,827,44.21
GWINNETT,ROCK BRIDGE BAPTIST CHURCH,07:03:00,18:46:00,1899-12-30 07:03:00,1899-12-30 18:46:00,1678,188,303,16.05
MORGAN,CENTENNIAL BAPTIST CHURCH,07:27:00,19:11:00,1899-12-30 07:27:00,1899-12-30 19:11:00,2538,450,733,38.35
