,Area Name,id,Total,Hispanic,White,Black,Asian,Mixed,Others,Population Density: Hispanic,Population Density: White,Population Density: Black,Population Density: Asian,Population Density: Mixed,Population Density: Others
1222,"05C, Fulton County, Georgia",7000000US1312100005C,49.0,4.0,0.0,33.0,2.0,8.0,2.0,0.08163265306122448,0.0,0.673469387755102,0.04081632653061224,0.16326530612244897,0.04081632653061224
1223,"05D, Fulton County, Georgia",7000000US1312100005D,278.0,7.0,61.0,193.0,5.0,11.0,1.0,0.025179856115107913,0.21942446043165467,0.6942446043165468,0.017985611510791366,0.039568345323741004,0.0035971223021582736
1224,"05F, Fulton County, Georgia",7000000US1312100005F,42.0,5.0,27.0,5.0,1.0,4.0,0.0,0.11904761904761904,0.6428571428571429,0.11904761904761904,0.023809523809523808,0.09523809523809523,0.0
1225,"05J, Fulton County, Georgia",7000000US1312100005J,683.0,58.0,314.0,237.0,50.0,20.0,4.0,0.0849194729136164,0.45973645680819913,0.34699853587115664,0.07320644216691069,0.029282576866764276,0.005856515373352855
1226,"05K, Fulton County, Georgia",7000000US1312100005K,8213.0,534.0,2168.0,4309.0,767.0,342.0,93.0,0.06501887251917692,0.26397175210032875,0.5246560331182272,0.09338853037866797,0.04164130037745038,0.01132351150614879
1227,"06B, Fulton County, Georgia",7000000US1312100006B,2120.0,132.0,1677.0,97.0,117.0,81.0,16.0,0.062264150943396226,0.7910377358490566,0.04575471698113207,0.05518867924528302,0.03820754716981132,0.007547169811320755
1228,"06D, Fulton County, Georgia",7000000US1312100006D,12885.0,1417.0,8374.0,1696.0,710.0,588.0,100.0,0.10997283663174233,0.6499029879705084,0.13162592161428016,0.055102832751261155,0.04563445867287544,0.007760962359332557
1229,"06E, Fulton County, Georgia",7000000US1312100006E,2725.0,196.0,1817.0,370.0,189.0,134.0,19.0,0.07192660550458715,0.6667889908256881,0.13577981651376148,0.06935779816513761,0.049174311926605506,0.006972477064220183
1230,"06F, Fulton County, Georgia",7000000US1312100006F,3531.0,432.0,2499.0,323.0,135.0,112.0,30.0,0.12234494477485132,0.707731520815633,0.09147550269045596,0.038232795242141036,0.03171905975644294,0.008496176720475786
1231,"06G, Fulton County, Georgia",7000000US1312100006G,620.0,48.0,402.0,104.0,30.0,32.0,4.0,0.07741935483870968,0.6483870967741936,0.16774193548387098,0.04838709677419355,0.05161290322580645,0.0064516129032258064
1232,"06I, Fulton County, Georgia",7000000US1312100006I,6712.0,902.0,2154.0,2106.0,1212.0,281.0,57.0,0.13438617401668654,0.32091775923718713,0.3137663885578069,0.18057210965435042,0.04186531585220501,0.008492252681764005
1233,"06J, Fulton County, Georgia",7000000US1312100006J,3269.0,161.0,2679.0,103.0,155.0,155.0,16.0,0.04925053533190578,0.8195166717650658,0.03150810645457326,0.04741511165494035,0.04741511165494035,0.004894463138574488
1234,"06N, Fulton County, Georgia",7000000US1312100006N,2042.0,87.0,1358.0,393.0,89.0,96.0,19.0,0.042605288932419196,0.6650342801175319,0.19245837414299707,0.0435847208619001,0.04701273261508325,0.00930460333006856
1235,"06Q, Fulton County, Georgia",7000000US1312100006Q,692.0,41.0,232.0,330.0,47.0,36.0,6.0,0.059248554913294796,0.3352601156069364,0.476878612716763,0.06791907514450866,0.05202312138728324,0.008670520231213872
1236,"06R, Fulton County, Georgia",7000000US1312100006R,1865.0,90.0,1480.0,134.0,77.0,73.0,11.0,0.04825737265415549,0.7935656836461126,0.07184986595174263,0.04128686327077748,0.039142091152815014,0.005898123324396783
1237,"07A, Fulton County, Georgia",7000000US1312100007A,10099.0,633.0,6629.0,1449.0,904.0,421.0,63.0,0.06267947321516981,0.6564016239231607,0.14347955243093374,0.08951381324883652,0.0416872957718586,0.006238241410040598
1238,"07B, Fulton County, Georgia",7000000US1312100007B,3837.0,158.0,3255.0,108.0,154.0,134.0,28.0,0.04117800364868387,0.8483189992181391,0.028146989835809225,0.0401355225436539,0.03492311701850404,0.007297367735209799
1239,"07C, Fulton County, Georgia",7000000US1312100007C,5979.0,389.0,4210.0,777.0,416.0,157.0,30.0,0.06506104699782572,0.7041311256062887,0.12995484194681384,0.06957685231644088,0.026258571667502926,0.005017561465127948
1240,"07D, Fulton County, Georgia",7000000US1312100007D,6397.0,587.0,4040.0,1027.0,408.0,263.0,72.0,0.09176176332655933,0.6315460372049398,0.16054400500234484,0.06377989682663748,0.04111302172893544,0.011255275910583085
1241,"07E, Fulton County, Georgia",7000000US1312100007E,2766.0,215.0,1589.0,516.0,279.0,138.0,29.0,0.0777295733911786,0.574475777295734,0.18655097613882862,0.10086767895878525,0.049891540130151846,0.010484454085321764
1242,"07F, Fulton County, Georgia",7000000US1312100007F,4879.0,424.0,3554.0,433.0,242.0,192.0,34.0,0.08690305390448863,0.728427956548473,0.08874769419963108,0.04960032793605247,0.039352326296372205,0.006968641114982578
1243,"07H, Fulton County, Georgia",7000000US1312100007H,2397.0,127.0,1978.0,139.0,62.0,79.0,12.0,0.052982895285773886,0.8251981643721318,0.05798915310805173,0.025865665415102213,0.03295786399666249,0.0050062578222778474
1244,"07J, Fulton County, Georgia",7000000US1312100007J,4036.0,318.0,2801.0,557.0,159.0,176.0,25.0,0.07879088206144698,0.69400396432111,0.13800792864222003,0.03939544103072349,0.04360753221010902,0.0061942517343904855
1245,"07M, Fulton County, Georgia",7000000US1312100007M,3413.0,420.0,1763.0,717.0,351.0,139.0,23.0,0.12305889246996778,0.5165543510108409,0.2100791092880164,0.10284207442133021,0.04072663346029886,0.006738939349545854
1246,"07N, Fulton County, Georgia",7000000US1312100007N,2825.0,327.0,1086.0,868.0,364.0,146.0,34.0,0.11575221238938053,0.38442477876106196,0.3072566371681416,0.1288495575221239,0.05168141592920354,0.012035398230088496
1247,"08A, Fulton County, Georgia",7000000US1312100008A,3846.0,158.0,2630.0,666.0,247.0,117.0,28.0,0.041081643265730626,0.6838273530941238,0.1731669266770671,0.06422256890275611,0.030421216848673948,0.007280291211648466
1248,"08B, Fulton County, Georgia",7000000US1312100008B,4585.0,196.0,3734.0,221.0,232.0,169.0,33.0,0.042748091603053436,0.8143947655398037,0.048200654307524536,0.05059978189749182,0.03685932388222465,0.007197382769901854
1249,"08C, Fulton County, Georgia",7000000US1312100008C,1859.0,62.0,1628.0,24.0,57.0,80.0,8.0,0.03335126412049489,0.8757396449704142,0.012910166756320602,0.03066164604626143,0.04303388918773534,0.004303388918773534
1250,"08D, Fulton County, Georgia",7000000US1312100008D,1312.0,25.0,1168.0,34.0,52.0,30.0,3.0,0.019054878048780487,0.8902439024390244,0.025914634146341462,0.039634146341463415,0.022865853658536585,0.0022865853658536584
1251,"08E, Fulton County, Georgia",7000000US1312100008E,3283.0,163.0,2705.0,114.0,165.0,109.0,27.0,0.049649710630520864,0.8239415169052696,0.034724337496192505,0.05025890953396284,0.03320134023758757,0.008224185196466647
1252,"08G, Fulton County, Georgia",7000000US1312100008G,3858.0,249.0,2349.0,905.0,170.0,156.0,29.0,0.0645412130637636,0.6088646967340591,0.2345775012960083,0.04406428201140487,0.04043545878693624,0.00751684810782789
1253,"08H, Fulton County, Georgia",7000000US1312100008H,3131.0,96.0,2702.0,179.0,66.0,75.0,13.0,0.03066113062919195,0.8629830725007984,0.05717023315234749,0.021079527307569467,0.023954008304056213,0.00415202810603641
1254,"08J, Fulton County, Georgia",7000000US1312100008J,4745.0,246.0,3640.0,516.0,197.0,130.0,16.0,0.05184404636459431,0.7671232876712328,0.10874604847207586,0.04151738672286617,0.0273972602739726,0.0033719704952581667
1255,"08K, Fulton County, Georgia",7000000US1312100008K,847.0,46.0,678.0,36.0,21.0,56.0,10.0,0.05430932703659976,0.8004722550177096,0.04250295159386069,0.024793388429752067,0.06611570247933884,0.011806375442739079
1256,"08L, Fulton County, Georgia",7000000US1312100008L,6091.0,453.0,4077.0,868.0,399.0,251.0,43.0,0.07437202429814481,0.6693482186833032,0.1425053357412576,0.06550648497783615,0.041208340174027254,0.007059596125430964
1257,"08M, Fulton County, Georgia",7000000US1312100008M,2931.0,122.0,2425.0,184.0,88.0,83.0,29.0,0.04162401910610713,0.8273626748549983,0.06277720914363698,0.03002388263391334,0.0283179802115319,0.00989423404981235
1258,"08P, Fulton County, Georgia",7000000US1312100008P,2612.0,224.0,1226.0,805.0,212.0,124.0,21.0,0.08575803981623277,0.46937212863705974,0.30819295558958654,0.08116385911179173,0.04747320061255743,0.008039816232771823
1259,"09A, Fulton County, Georgia",7000000US1312100009A,5564.0,1102.0,2453.0,1448.0,230.0,280.0,51.0,0.198058950395399,0.44086987778576564,0.26024442846872753,0.041337167505391806,0.0503235082674335,0.00916606757728253
1260,"09B, Fulton County, Georgia",7000000US1312100009B,582.0,37.0,6.0,521.0,2.0,12.0,4.0,0.06357388316151202,0.010309278350515464,0.8951890034364262,0.003436426116838488,0.020618556701030927,0.006872852233676976
1261,"09C, Fulton County, Georgia",7000000US1312100009C,3643.0,71.0,95.0,3366.0,10.0,89.0,12.0,0.019489431786988747,0.026077408729069447,0.9239637661268185,0.002744990392533626,0.024430414493549272,0.0032939884710403516
1262,"09D, Fulton County, Georgia",7000000US1312100009D,2297.0,80.0,72.0,2061.0,2.0,62.0,20.0,0.0348280365694384,0.03134523291249456,0.8972572921201567,0.0008707009142359599,0.026991728341314757,0.0087070091423596
1263,"09E, Fulton County, Georgia",7000000US1312100009E,3693.0,137.0,522.0,2808.0,77.0,124.0,25.0,0.03709721093961549,0.1413484971567831,0.760357432981316,0.020850257243433524,0.033577037638776064,0.006769564040075819
1264,"09F, Fulton County, Georgia",7000000US1312100009F,5154.0,339.0,3488.0,853.0,233.0,206.0,35.0,0.06577415599534342,0.676755917733799,0.16550252231276677,0.045207605743112146,0.039968956150562666,0.006790842064415987
1265,"09G, Fulton County, Georgia",7000000US1312100009G,5124.0,368.0,2968.0,1204.0,318.0,229.0,37.0,0.07181889149102264,0.5792349726775956,0.23497267759562843,0.06206088992974239,0.044691647150663545,0.007220921155347385
1266,"09H, Fulton County, Georgia",7000000US1312100009H,1713.0,209.0,733.0,543.0,136.0,75.0,17.0,0.12200817279626386,0.42790426152948047,0.3169877408056042,0.0793928779918272,0.043782837127845885,0.0099241097489784
1267,"09I, Fulton County, Georgia",7000000US1312100009I,1408.0,54.0,120.0,1173.0,3.0,52.0,6.0,0.03835227272727273,0.08522727272727272,0.8330965909090909,0.002130681818181818,0.036931818181818184,0.004261363636363636
1268,"09K, Fulton County, Georgia",7000000US1312100009K,7138.0,376.0,318.0,6131.0,47.0,206.0,60.0,0.05267581955729896,0.04455029420005604,0.8589240683664892,0.00658447744466237,0.02885962454469039,0.008405715886803026
1269,"09M, Fulton County, Georgia",7000000US1312100009M,3391.0,293.0,1618.0,1186.0,102.0,179.0,13.0,0.08640519020937776,0.47714538484222946,0.34974933647891476,0.03007962253022707,0.05278678855794751,0.0038336773813034504
1270,"10A, Fulton County, Georgia",7000000US1312100010A,3601.0,232.0,32.0,3241.0,4.0,75.0,17.0,0.06442654818106082,0.00888642043876701,0.9000277700638711,0.0011108025548458762,0.020827547903360177,0.004720910858094974
1271,"10B, Fulton County, Georgia",7000000US1312100010B,4145.0,62.0,85.0,3852.0,17.0,99.0,30.0,0.014957780458383595,0.020506634499396863,0.9293124246079614,0.004101326899879373,0.023884197828709288,0.007237635705669481
1272,"10C, Fulton County, Georgia",7000000US1312100010C,3313.0,26.0,13.0,3208.0,4.0,46.0,16.0,0.00784787201931784,0.00392393600965892,0.9683066706912165,0.0012073649260488982,0.01388469664956233,0.004829459704195593
1273,"10D, Fulton County, Georgia",7000000US1312100010D,6067.0,355.0,69.0,5457.0,5.0,141.0,40.0,0.05851326850173067,0.011373001483434977,0.8994560738420966,0.0008241305422778968,0.02324048129223669,0.0065930443382231745
1274,"10E, Fulton County, Georgia",7000000US1312100010E,1160.0,66.0,26.0,1009.0,2.0,47.0,10.0,0.056896551724137934,0.022413793103448276,0.8698275862068966,0.0017241379310344827,0.04051724137931034,0.008620689655172414
1275,"10F, Fulton County, Georgia",7000000US1312100010F,1223.0,31.0,21.0,1140.0,2.0,24.0,5.0,0.025347506132461162,0.017170891251022075,0.9321340964840557,0.001635322976287817,0.019623875715453803,0.004088307440719542
1276,"10G, Fulton County, Georgia",7000000US1312100010G,1449.0,31.0,20.0,1368.0,2.0,27.0,1.0,0.02139406487232574,0.013802622498274672,0.9440993788819876,0.0013802622498274672,0.018633540372670808,0.0006901311249137336
1277,"10I, Fulton County, Georgia",7000000US1312100010I,365.0,0.0,10.0,345.0,0.0,10.0,0.0,0.0,0.0273972602739726,0.9452054794520548,0.0,0.0273972602739726,0.0
1278,"10J, Fulton County, Georgia",7000000US1312100010J,1329.0,36.0,35.0,1221.0,4.0,30.0,3.0,0.02708803611738149,0.02633559066967645,0.9187358916478555,0.0030097817908201654,0.022573363431151242,0.002257336343115124
1279,"10K, Fulton County, Georgia",7000000US1312100010K,1604.0,54.0,100.0,1419.0,3.0,26.0,2.0,0.03366583541147132,0.06234413965087282,0.8846633416458853,0.0018703241895261845,0.016209476309226933,0.0012468827930174563
1280,"10M, Fulton County, Georgia",7000000US1312100010M,2655.0,59.0,399.0,2063.0,18.0,104.0,12.0,0.022222222222222223,0.15028248587570622,0.7770244821092279,0.006779661016949152,0.039171374764595104,0.004519774011299435
1281,"10P, Fulton County, Georgia",7000000US1312100010P,1757.0,71.0,25.0,1615.0,0.0,36.0,10.0,0.040409789413773475,0.014228799089356859,0.919180421172453,0.0,0.020489470688673878,0.005691519635742743
1282,"10R, Fulton County, Georgia",7000000US1312100010R,1440.0,148.0,0.0,1272.0,0.0,14.0,6.0,0.10277777777777777,0.0,0.8833333333333333,0.0,0.009722222222222222,0.004166666666666667
1283,"11B, Fulton County, Georgia",7000000US1312100011B,7190.0,166.0,69.0,6726.0,7.0,168.0,54.0,0.023087621696801112,0.009596662030598052,0.9354659248956885,0.0009735744089012518,0.023365785813630042,0.007510431154381085
1284,"11C, Fulton County, Georgia",7000000US1312100011C,3758.0,67.0,48.0,3563.0,8.0,55.0,17.0,0.017828632251197445,0.012772751463544438,0.9481106971793507,0.0021287919105907396,0.014635444385311336,0.004523682810005322
1285,"11G, Fulton County, Georgia",7000000US1312100011G,2813.0,56.0,60.0,2622.0,6.0,46.0,23.0,0.019907571987202274,0.02132954141485958,0.9321009598293637,0.002132954141485958,0.016352648418059012,0.008176324209029506
1286,"11H, Fulton County, Georgia",7000000US1312100011H,687.0,14.0,27.0,627.0,4.0,14.0,1.0,0.020378457059679767,0.039301310043668124,0.9126637554585153,0.005822416302765648,0.020378457059679767,0.001455604075691412
1287,"11J, Fulton County, Georgia",7000000US1312100011J,2408.0,63.0,24.0,2251.0,7.0,50.0,13.0,0.02616279069767442,0.009966777408637873,0.9348006644518272,0.0029069767441860465,0.020764119601328904,0.005398671096345515
1288,"11K, Fulton County, Georgia",7000000US1312100011K,2049.0,50.0,116.0,1788.0,8.0,70.0,17.0,0.02440214738897023,0.056612981942410934,0.8726207906295754,0.003904343582235237,0.03416300634455832,0.008296730112249878
1289,"11M, Fulton County, Georgia",7000000US1312100011M,4667.0,227.0,50.0,4228.0,14.0,119.0,29.0,0.04863938290122134,0.010713520462824084,0.9059352903364045,0.0029997857295907433,0.02549817870152132,0.006213841868437969
1290,"11N, Fulton County, Georgia",7000000US1312100011N,2706.0,38.0,36.0,2534.0,7.0,66.0,25.0,0.014042867701404288,0.013303769401330377,0.9364375461936437,0.0025868440502586844,0.024390243902439025,0.009238728750923873
1291,"11P, Fulton County, Georgia",7000000US1312100011P,2415.0,50.0,31.0,2264.0,9.0,48.0,13.0,0.020703933747412008,0.012836438923395446,0.9374741200828157,0.0037267080745341614,0.01987577639751553,0.005383022774327122
1292,"11R, Fulton County, Georgia",7000000US1312100011R,3372.0,61.0,30.0,3207.0,4.0,63.0,7.0,0.018090154211150653,0.008896797153024912,0.951067615658363,0.0011862396204033216,0.018683274021352312,0.0020759193357058124
1293,"12A, Fulton County, Georgia",7000000US1312100012A,5731.0,204.0,1143.0,4053.0,57.0,231.0,43.0,0.035595882045018325,0.19944163322282324,0.7072064212179375,0.009945908218461,0.04030710172744722,0.007503053568312685
1294,"12D, Fulton County, Georgia",7000000US1312100012D,1681.0,66.0,77.0,1477.0,16.0,29.0,16.0,0.039262343842950624,0.04580606781677573,0.8786436644854253,0.009518143961927425,0.017251635930993457,0.009518143961927425
1295,"12F, Fulton County, Georgia",7000000US1312100012F,1224.0,91.0,95.0,972.0,8.0,50.0,8.0,0.07434640522875817,0.07761437908496732,0.7941176470588235,0.006535947712418301,0.04084967320261438,0.006535947712418301
1296,"12G, Fulton County, Georgia",7000000US1312100012G,1027.0,49.0,52.0,863.0,22.0,37.0,4.0,0.04771178188899708,0.05063291139240506,0.8403115871470301,0.021421616358325218,0.03602726387536514,0.0038948393378773127
1297,"12I, Fulton County, Georgia",7000000US1312100012I,1204.0,24.0,18.0,1136.0,0.0,23.0,3.0,0.019933554817275746,0.014950166112956811,0.9435215946843853,0.0,0.01910299003322259,0.0024916943521594683
1298,"12J, Fulton County, Georgia",7000000US1312100012J,4435.0,225.0,75.0,4024.0,9.0,70.0,32.0,0.05073280721533258,0.016910935738444193,0.9073280721533258,0.002029312288613303,0.015783540022547914,0.007215332581736189
1299,"12K, Fulton County, Georgia",7000000US1312100012K,3745.0,139.0,499.0,2905.0,46.0,122.0,34.0,0.03711615487316422,0.13324432576769024,0.7757009345794392,0.012283044058744993,0.03257676902536716,0.009078771695594125
1300,"12L, Fulton County, Georgia",7000000US1312100012L,806.0,25.0,28.0,725.0,0.0,15.0,13.0,0.031017369727047148,0.034739454094292806,0.8995037220843672,0.0,0.018610421836228287,0.016129032258064516
1301,"12M, Fulton County, Georgia",7000000US1312100012M,3593.0,134.0,61.0,3270.0,5.0,100.0,23.0,0.03729473977177846,0.01697745616476482,0.9101029780128027,0.0013915947676036739,0.027831895352073477,0.0064013359309769
1302,"12N, Fulton County, Georgia",7000000US1312100012N,1090.0,30.0,73.0,945.0,0.0,35.0,7.0,0.027522935779816515,0.06697247706422019,0.8669724770642202,0.0,0.03211009174311927,0.006422018348623854
1303,"12S, Fulton County, Georgia",7000000US1312100012S,2575.0,70.0,87.0,2322.0,9.0,59.0,28.0,0.027184466019417475,0.03378640776699029,0.901747572815534,0.003495145631067961,0.0229126213592233,0.01087378640776699
1304,"02F1, Fulton County, Georgia",7000000US131210002F1,3765.0,234.0,2764.0,353.0,200.0,189.0,25.0,0.062151394422310755,0.7341301460823373,0.09375830013280212,0.05312084993359894,0.050199203187251,0.006640106241699867
1305,"02F2, Fulton County, Georgia",7000000US131210002F2,1104.0,51.0,504.0,405.0,80.0,47.0,17.0,0.04619565217391304,0.45652173913043476,0.36684782608695654,0.07246376811594203,0.042572463768115944,0.015398550724637682
1306,"02L1, Fulton County, Georgia",7000000US131210002L1,9442.0,741.0,5580.0,1386.0,1249.0,418.0,68.0,0.07847913577631857,0.5909764880321966,0.14679093412412625,0.13228129633552213,0.04427028171997458,0.007201864011861894
1307,"02L2, Fulton County, Georgia",7000000US131210002L2,3493.0,316.0,2035.0,338.0,634.0,152.0,18.0,0.09046664758087604,0.5825937589464644,0.09676495848840538,0.18150586888061837,0.04351560263383911,0.005153163469796736
1308,"03P2, Fulton County, Georgia",7000000US131210003P2,11.0,1.0,2.0,4.0,0.0,4.0,0.0,0.09090909090909091,0.18181818181818182,0.36363636363636365,0.0,0.36363636363636365,0.0
1309,"04X1, Fulton County, Georgia",7000000US131210004X1,2273.0,54.0,235.0,1905.0,9.0,55.0,15.0,0.02375714914210295,0.10338759348878135,0.8380994280686318,0.003959524857017158,0.024197096348438186,0.006599208095028597
1310,"04X2, Fulton County, Georgia",7000000US131210004X2,894.0,18.0,87.0,756.0,14.0,17.0,2.0,0.020134228187919462,0.09731543624161074,0.8456375838926175,0.015659955257270694,0.01901565995525727,0.0022371364653243847
1311,"05A1, Fulton County, Georgia",7000000US131210005A1,3321.0,382.0,2158.0,489.0,85.0,181.0,26.0,0.11502559470039145,0.649804275820536,0.14724480578139115,0.025594700391448358,0.05450165612767239,0.007828967178560674
1312,"05A2, Fulton County, Georgia",7000000US131210005A2,3736.0,297.0,2102.0,931.0,188.0,201.0,17.0,0.07949678800856531,0.5626338329764454,0.24919700214132762,0.05032119914346895,0.05380085653104925,0.004550321199143469
1313,"06L1, Fulton County, Georgia",7000000US131210006L1,1135.0,62.0,877.0,118.0,41.0,36.0,1.0,0.05462555066079295,0.7726872246696035,0.10396475770925111,0.03612334801762115,0.03171806167400881,0.000881057268722467
1314,"06L2, Fulton County, Georgia",7000000US131210006L2,824.0,42.0,685.0,35.0,22.0,38.0,2.0,0.050970873786407765,0.8313106796116505,0.04247572815533981,0.02669902912621359,0.04611650485436893,0.0024271844660194173
1315,"08F1, Fulton County, Georgia",7000000US131210008F1,2893.0,90.0,2579.0,55.0,69.0,85.0,15.0,0.031109574835810578,0.8914621500172831,0.019011406844106463,0.023850674040788108,0.029381265122709988,0.005184929139301763
1316,"08F2, Fulton County, Georgia",7000000US131210008F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317,"08N1, Fulton County, Georgia",7000000US131210008N1,922.0,51.0,773.0,16.0,35.0,40.0,7.0,0.055314533622559656,0.8383947939262473,0.01735357917570499,0.03796095444685466,0.04338394793926247,0.007592190889370932
1318,"08N2, Fulton County, Georgia",7000000US131210008N2,2143.0,77.0,1436.0,424.0,130.0,63.0,13.0,0.03593093793747083,0.6700886607559496,0.19785347643490434,0.06066262249183388,0.029398040130657957,0.006066262249183388
1319,"10H1, Fulton County, Georgia",7000000US131210010H1,528.0,12.0,7.0,503.0,1.0,5.0,0.0,0.022727272727272728,0.013257575757575758,0.9526515151515151,0.001893939393939394,0.00946969696969697,0.0
1320,"10H2, Fulton County, Georgia",7000000US131210010H2,2921.0,213.0,36.0,2596.0,4.0,53.0,19.0,0.07292023279698734,0.012324546388223211,0.8887367339952071,0.0013693940431359123,0.01814447107155084,0.006504621704895584
1321,"11E1, Fulton County, Georgia",7000000US131210011E1,1783.0,57.0,20.0,1624.0,9.0,65.0,8.0,0.03196859226023556,0.011217049915872126,0.9108244531688166,0.005047672462142457,0.03645541222658441,0.00448681996634885
1322,"11E2, Fulton County, Georgia",7000000US131210011E2,1267.0,45.0,15.0,1160.0,9.0,38.0,0.0,0.035516969218626675,0.011838989739542225,0.9155485398579322,0.007103393843725336,0.02999210734017364,0.0
1323,"11E3, Fulton County, Georgia",7000000US131210011E3,4607.0,132.0,80.0,4240.0,42.0,93.0,20.0,0.028652051226394616,0.017364879531148254,0.9203386151508574,0.009116561753852833,0.020186672454959843,0.004341219882787063
1324,"12E1, Fulton County, Georgia",7000000US131210012E1,2347.0,274.0,120.0,1855.0,23.0,63.0,12.0,0.11674478057094163,0.05112910097997444,0.7903706859821048,0.0097997443544951,0.02684277801448658,0.0051129100979974435
1325,"12E2, Fulton County, Georgia",7000000US131210012E2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1326,"12H1, Fulton County, Georgia",7000000US131210012H1,1533.0,149.0,62.0,1262.0,14.0,38.0,8.0,0.09719504240052185,0.04044357469015003,0.8232224396607958,0.0091324200913242,0.024787997390737115,0.005218525766470972
1327,"12H2, Fulton County, Georgia",7000000US131210012H2,3499.0,166.0,68.0,3182.0,3.0,57.0,23.0,0.04744212632180623,0.019434124035438698,0.909402686481852,0.0008573878250928837,0.01629036867676479,0.006573306659045442
1328,"03P1A, Fulton County, Georgia",7000000US13121003P1A,7395.0,484.0,3060.0,1627.0,1834.0,321.0,69.0,0.06544962812711291,0.41379310344827586,0.2200135226504395,0.2480054090601758,0.043407707910750506,0.009330628803245436
1329,"03P1B, Fulton County, Georgia",7000000US13121003P1B,9.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.1111111111111111,0.0,0.0
1330,"AP03, Fulton County, Georgia",7000000US1312100AP03,1510.0,647.0,312.0,465.0,24.0,50.0,12.0,0.428476821192053,0.20662251655629138,0.3079470198675497,0.015894039735099338,0.033112582781456956,0.007947019867549669
1331,"AP05, Fulton County, Georgia",7000000US1312100AP05,6021.0,376.0,3626.0,569.0,1176.0,237.0,37.0,0.06244809832253778,0.6022255439295798,0.09450257432320212,0.19531639262580966,0.0393622321873443,0.006145158611526325
1332,"AP06, Fulton County, Georgia",7000000US1312100AP06,2488.0,163.0,1926.0,89.0,217.0,87.0,6.0,0.0655144694533762,0.7741157556270096,0.03577170418006431,0.08721864951768489,0.034967845659163985,0.002411575562700965
1333,"AP10, Fulton County, Georgia",7000000US1312100AP10,1222.0,62.0,1005.0,45.0,58.0,47.0,5.0,0.05073649754500818,0.8224222585924713,0.036824877250409165,0.04746317512274959,0.038461538461538464,0.004091653027823241
1334,"AP14, Fulton County, Georgia",7000000US1312100AP14,4390.0,269.0,2701.0,274.0,878.0,212.0,56.0,0.06127562642369021,0.6152619589977221,0.06241457858769932,0.2,0.04829157175398633,0.01275626423690205
1335,"CH01, Fulton County, Georgia",7000000US1312100CH01,455.0,28.0,127.0,287.0,1.0,11.0,1.0,0.06153846153846154,0.27912087912087913,0.6307692307692307,0.002197802197802198,0.024175824175824177,0.002197802197802198
1336,"CH02, Fulton County, Georgia",7000000US1312100CH02,495.0,28.0,307.0,140.0,0.0,14.0,6.0,0.05656565656565657,0.6202020202020202,0.2828282828282828,0.0,0.028282828282828285,0.012121212121212121
1337,"CH03, Fulton County, Georgia",7000000US1312100CH03,463.0,20.0,336.0,78.0,2.0,25.0,2.0,0.04319654427645788,0.7257019438444925,0.16846652267818574,0.004319654427645789,0.05399568034557235,0.004319654427645789
1338,"CH05, Fulton County, Georgia",7000000US1312100CH05,528.0,23.0,412.0,64.0,1.0,23.0,5.0,0.043560606060606064,0.7803030303030303,0.12121212121212122,0.001893939393939394,0.043560606060606064,0.00946969696969697
1339,"CP02, Fulton County, Georgia",7000000US1312100CP02,1565.0,143.0,271.0,1065.0,14.0,67.0,5.0,0.09137380191693291,0.1731629392971246,0.6805111821086262,0.008945686900958467,0.04281150159744409,0.003194888178913738
1340,"HP01, Fulton County, Georgia",7000000US1312100HP01,6553.0,2066.0,1574.0,2339.0,262.0,228.0,84.0,0.3152754463604456,0.24019533038303068,0.3569357546162063,0.03998168777659088,0.034793224477338625,0.012818556386387915
1341,"JC01, Fulton County, Georgia",7000000US1312100JC01,8604.0,341.0,2577.0,725.0,4629.0,277.0,55.0,0.0396327289632729,0.2995118549511855,0.08426313342631334,0.5380055788005579,0.03219432821943282,0.0063923756392375635
1342,"JC02, Fulton County, Georgia",7000000US1312100JC02,5057.0,324.0,1521.0,550.0,2475.0,161.0,26.0,0.06406960648605893,0.30077120822622105,0.10876013446707535,0.48942060510183905,0.03183705754399842,0.005141388174807198
1343,"JC05, Fulton County, Georgia",7000000US1312100JC05,4042.0,370.0,1871.0,483.0,1104.0,188.0,26.0,0.09153884215734785,0.462889658584859,0.11949529935675408,0.2731321128154379,0.046511627906976744,0.006432459178624443
1344,"JC06, Fulton County, Georgia",7000000US1312100JC06,4418.0,240.0,1675.0,437.0,1879.0,130.0,57.0,0.05432322317790855,0.37913082842915347,0.09891353553644183,0.42530556813037573,0.029425079221367133,0.012901765504753282
1345,"JC07, Fulton County, Georgia",7000000US1312100JC07,7199.0,376.0,2522.0,741.0,3258.0,256.0,46.0,0.05222947631615502,0.35032643422697596,0.10293096263369912,0.45256285595221557,0.035560494513126824,0.006389776357827476
1346,"JC08, Fulton County, Georgia",7000000US1312100JC08,4288.0,336.0,2309.0,451.0,999.0,163.0,30.0,0.07835820895522388,0.5384794776119403,0.10517723880597014,0.23297574626865672,0.03801305970149254,0.006996268656716418
