,Area Name,id,Total,Hispanic,White,Black,Asian,Mixed,Others,Population Density: Hispanic,Population Density: White,Population Density: Black,Population Density: Asian,Population Density: Mixed,Population Density: Others
115,"VINEVILLE 3, Bibb County, Georgia",7000000US13021000VV3,4414.0,89.0,371.0,3789.0,12.0,134.0,19.0,0.020163117353874035,0.08405074762120526,0.8584050747621206,0.002718622564567286,0.03035795197100136,0.004304485727231536
116,"VINEVILLE 4, Bibb County, Georgia",7000000US13021000VV4,5795.0,124.0,648.0,4792.0,36.0,175.0,20.0,0.021397756686798965,0.11182053494391717,0.8269197584124245,0.006212251941328731,0.030198446937014668,0.003451251078515962
117,"VINEVILLE 5, Bibb County, Georgia",7000000US13021000VV5,3117.0,99.0,1961.0,870.0,77.0,101.0,9.0,0.03176130895091434,0.6291305742701315,0.2791145332050048,0.0247032402951556,0.032402951555983314,0.0028873917228103944
118,"VINEVILLE 6, Bibb County, Georgia",7000000US13021000VV6,4373.0,149.0,2412.0,1547.0,69.0,163.0,33.0,0.0340727189572376,0.5515664303681683,0.35376171964326547,0.015778641664761034,0.037274182483420994,0.007546306883146581
119,"WARRIOR 1, Bibb County, Georgia",7000000US13021000WA1,3469.0,97.0,2339.0,835.0,45.0,113.0,40.0,0.02796194868838282,0.6742577111559527,0.24070337272989334,0.012972038051311616,0.03257422888440473,0.01153070049005477
120,"WARRIOR 2, Bibb County, Georgia",7000000US13021000WA2,5278.0,158.0,3283.0,1656.0,58.0,103.0,20.0,0.02993558165971959,0.6220159151193634,0.31375521030693443,0.01098901098901099,0.01951496779082986,0.0037893141341417205
121,"FAIRGROUND, Bleckley County, Georgia",7000000US13023000001,12583.0,469.0,8867.0,2788.0,153.0,257.0,49.0,0.037272510530080266,0.7046809186998331,0.22156878327902726,0.012159262497019789,0.02042438210283716,0.003894142891202416
122,"HOBOKEN, Brantley County, Georgia",7000000US13025000001,5043.0,92.0,4673.0,93.0,23.0,151.0,11.0,0.018243109260360896,0.9266309736268095,0.018441403926234383,0.004560777315090224,0.029942494546896688,0.002181241324608368
123,"NAHUNTA, Brantley County, Georgia",7000000US13025000002,6332.0,114.0,5677.0,266.0,14.0,234.0,27.0,0.018003790271636132,0.8965571699305117,0.04200884396715098,0.0022109917877447885,0.03695514845230575,0.004264055590650663
124,"WAYNESVILLE, Brantley County, Georgia",7000000US13025000003,6646.0,120.0,5967.0,203.0,5.0,307.0,44.0,0.018055973517905506,0.8978332831778514,0.030544688534456816,0.0007523322299127295,0.04619319891664159,0.0066205236232320195
125,"NANKIN, Brooks County, Georgia",7000000US13027000659,1086.0,39.0,885.0,125.0,1.0,30.0,6.0,0.03591160220994475,0.8149171270718232,0.1151012891344383,0.0009208103130755065,0.027624309392265192,0.0055248618784530384
126,"MORVEN, Brooks County, Georgia",7000000US13027000660,2888.0,191.0,1967.0,631.0,10.0,79.0,10.0,0.06613573407202217,0.6810941828254847,0.21849030470914127,0.0034626038781163434,0.027354570637119113,0.0034626038781163434
127,"QUITMAN, Brooks County, Georgia",7000000US13027001199,6123.0,333.0,2022.0,3548.0,37.0,165.0,18.0,0.05438510534051935,0.33023027927486526,0.5794545157602482,0.0060427894822799285,0.026947574718275354,0.002939735423811857
128,"BARWICK, Brooks County, Georgia",7000000US13027001230,476.0,44.0,300.0,105.0,3.0,21.0,3.0,0.09243697478991597,0.6302521008403361,0.22058823529411764,0.0063025210084033615,0.04411764705882353,0.0063025210084033615
129,"DIXIE, Brooks County, Georgia",7000000US13027001402,1465.0,89.0,705.0,608.0,3.0,50.0,10.0,0.06075085324232082,0.4812286689419795,0.4150170648464164,0.0020477815699658703,0.034129692832764506,0.006825938566552901
130,"BRIGGS, Brooks County, Georgia",7000000US13027001650,3401.0,194.0,2568.0,531.0,13.0,77.0,18.0,0.057042046456924435,0.7550720376359894,0.15613054983828287,0.0038224051749485444,0.022640399882387533,0.0052925610114672155
131,"PAVO, Brooks County, Georgia",7000000US13027001712,862.0,65.0,619.0,136.0,0.0,35.0,7.0,0.07540603248259861,0.7180974477958236,0.15777262180974477,0.0,0.04060324825986079,0.008120649651972157
132,"PEMBROKE, Bryan County, Georgia",7000000US13029000001,3819.0,130.0,2421.0,1038.0,23.0,180.0,27.0,0.03404032469232784,0.6339355852317361,0.2717989002356638,0.006022518984027232,0.04713275726630008,0.007069913589945012
133,"ELLABELL, Bryan County, Georgia",7000000US13029000002,3126.0,106.0,2504.0,337.0,20.0,137.0,22.0,0.03390914907229686,0.8010236724248241,0.10780550223928342,0.006397952655150352,0.04382597568777991,0.007037747920665387
134,"BLACK CREEK, Bryan County, Georgia",7000000US13029000003,4063.0,105.0,3232.0,482.0,24.0,199.0,21.0,0.02584297317253261,0.7954713266059562,0.11863155303962589,0.005906965296578882,0.0489785872507999,0.005168594634506522
135,"WAYS STATION, Bryan County, Georgia",7000000US13029000004,2919.0,261.0,1758.0,558.0,146.0,166.0,30.0,0.08941418293936279,0.6022610483042138,0.19116135662898254,0.050017129153819805,0.05686879068174032,0.010277492291880781
136,"RH RECREATION COMPX, Bryan County, Georgia",7000000US13029000005,5456.0,621.0,3030.0,1175.0,209.0,380.0,41.0,0.11381964809384164,0.5553519061583577,0.2153592375366569,0.038306451612903226,0.06964809384164222,0.007514662756598241
137,"J.F.GREGORY PARK, Bryan County, Georgia",7000000US13029000006,3633.0,231.0,2999.0,179.0,65.0,134.0,25.0,0.06358381502890173,0.8254885769336636,0.04927057528213598,0.017891549683457197,0.0368841178089733,0.006881365262868153
138,"KELLER, Bryan County, Georgia",7000000US13029000007,5718.0,355.0,4500.0,431.0,83.0,317.0,32.0,0.06208464498076251,0.7869884575026233,0.07537600559636236,0.014515564882826163,0.055438964672962575,0.005596362364463099
139,"HWY 144 EAST, Bryan County, Georgia",7000000US13029000008,9259.0,886.0,6249.0,1113.0,327.0,581.0,103.0,0.09569067933902149,0.6749108975051301,0.12020736580624257,0.03531698887568852,0.06274975699319581,0.01112431148072146
140,"PUBLIC SAFETY COMPX, Bryan County, Georgia",7000000US13029000009,3736.0,413.0,2218.0,746.0,103.0,232.0,24.0,0.11054603854389722,0.5936830835117773,0.19967880085653106,0.027569593147751606,0.06209850107066381,0.006423982869379015
141,"DANIELSIDING, Bryan County, Georgia",7000000US13029000010,3009.0,161.0,2410.0,271.0,32.0,121.0,14.0,0.053506148222000664,0.8009305417082087,0.09006314390162845,0.010634762379528082,0.04021269524759056,0.004652708541043536
142,"FORT STEWART, Bryan County, Georgia",7000000US13029FTSTEW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,"LOCKHART, Bulloch County, Georgia",7000000US13031000001,1006.0,11.0,788.0,182.0,3.0,19.0,3.0,0.010934393638170975,0.7833001988071571,0.18091451292246521,0.002982107355864811,0.018886679920477135,0.002982107355864811
144,"BLITCH, Bulloch County, Georgia",7000000US13031000002,2518.0,94.0,1981.0,337.0,12.0,81.0,13.0,0.03733121525019857,0.7867355043685464,0.13383637807783955,0.004765687053216839,0.03216838760921366,0.005162827640984908
145,"HAGIN, Bulloch County, Georgia",7000000US13031000003,3494.0,148.0,2173.0,1032.0,19.0,110.0,12.0,0.04235832856325129,0.6219232970807098,0.2953634802518603,0.005437893531768746,0.031482541499713794,0.0034344590726960505
146,"BROOKLET, Bulloch County, Georgia",7000000US13031000004,5079.0,259.0,3889.0,608.0,127.0,166.0,30.0,0.050994290214609175,0.7657019098247686,0.11970860405591652,0.025004922228785195,0.032683599133687735,0.005906674542232723
147,"STILSON, Bulloch County, Georgia",7000000US13031000005,3177.0,64.0,2714.0,206.0,2.0,159.0,32.0,0.02014479068303431,0.8542650299024237,0.06484104501101669,0.0006295247088448222,0.05004721435316336,0.010072395341517154
148,"BAY, Bulloch County, Georgia",7000000US13031000006,2310.0,64.0,1992.0,131.0,19.0,89.0,15.0,0.027705627705627706,0.8623376623376623,0.05670995670995671,0.008225108225108226,0.03852813852813853,0.006493506493506494
149,"NEVILS, Bulloch County, Georgia",7000000US13031000007,1910.0,93.0,1466.0,230.0,11.0,97.0,13.0,0.04869109947643979,0.7675392670157068,0.12041884816753927,0.005759162303664921,0.050785340314136125,0.006806282722513089
150,"SINKHOLE, Bulloch County, Georgia",7000000US13031000008,693.0,28.0,575.0,67.0,2.0,17.0,4.0,0.04040404040404041,0.8297258297258298,0.09668109668109669,0.002886002886002886,0.024531024531024532,0.005772005772005772
151,"REGISTER, Bulloch County, Georgia",7000000US13031000009,1515.0,89.0,864.0,482.0,7.0,58.0,15.0,0.058745874587458745,0.5702970297029702,0.31815181518151814,0.0046204620462046205,0.03828382838283828,0.009900990099009901
152,"EMIT, Bulloch County, Georgia",7000000US13031000010,5564.0,253.0,4068.0,893.0,83.0,226.0,41.0,0.04547088425593099,0.7311286843997125,0.1604960460100647,0.014917325664989217,0.04061826024442847,0.007368799424874191
153,"STATESBORO, Bulloch County, Georgia",7000000US13031000011,10706.0,416.0,5168.0,4627.0,152.0,275.0,68.0,0.03885671586026527,0.48271997011021855,0.43218755837847933,0.01419764617971231,0.025686530917242666,0.006351578554081823
154,"PORTAL, Bulloch County, Georgia",7000000US13031000012,2607.0,131.0,1753.0,587.0,5.0,112.0,19.0,0.05024932873034139,0.6724204065976218,0.22516302263137705,0.0019179133103183737,0.04296125815113157,0.00728807057920982
155,"FAIR, Bulloch County, Georgia",7000000US13031000013,12679.0,935.0,7267.0,3755.0,303.0,372.0,47.0,0.07374398611877908,0.573152456818361,0.2961590030759524,0.02389778373688777,0.029339853300733496,0.0037069169492862214
156,"CHURCH, Bulloch County, Georgia",7000000US13031000014,9633.0,309.0,4509.0,4325.0,180.0,271.0,39.0,0.032077234506384306,0.4680784802242292,0.44897747326897125,0.018685767673621925,0.028132461330841897,0.004048582995951417
157,"PITTMAN PARK, Bulloch County, Georgia",7000000US13031000015,16707.0,1234.0,9229.0,5212.0,355.0,560.0,117.0,0.07386125576105824,0.5524031842940085,0.3119650445920871,0.021248578440174776,0.033518884299994015,0.007003052612677321
158,"LEEFIELD, Bulloch County, Georgia",7000000US13031000016,1501.0,52.0,1276.0,101.0,3.0,67.0,2.0,0.034643570952698204,0.8500999333777481,0.06728847435043304,0.001998667554963358,0.04463690872751499,0.0013324450366422385
159,"ALEXANDER, Burke County, Georgia",7000000US13033000001,597.0,23.0,323.0,225.0,0.0,21.0,5.0,0.038525963149078725,0.541038525963149,0.3768844221105528,0.0,0.035175879396984924,0.008375209380234505
160,"FOUR POINTS, Burke County, Georgia",7000000US13033000002,3647.0,190.0,2443.0,839.0,16.0,130.0,29.0,0.05209761447765286,0.6698656429942419,0.23005209761447765,0.004387167534960241,0.03564573622155196,0.007951741157115437
161,"GIRARD, Burke County, Georgia",7000000US13033000003,1013.0,8.0,553.0,421.0,3.0,23.0,5.0,0.007897334649555774,0.5459032576505429,0.4155972359328727,0.0029615004935834156,0.022704837117472853,0.004935834155972359
162,"GOUGH, Burke County, Georgia",7000000US13033000004,564.0,30.0,191.0,335.0,0.0,8.0,0.0,0.05319148936170213,0.33865248226950356,0.5939716312056738,0.0,0.014184397163120567,0.0
163,"GREENSCUT, Burke County, Georgia",7000000US13033000005,1537.0,63.0,939.0,481.0,3.0,41.0,10.0,0.04098893949251789,0.6109303838646715,0.3129472999349382,0.001951854261548471,0.026675341574495772,0.006506180871828237
164,"KEYSVILLE, Burke County, Georgia",7000000US13033000006,788.0,57.0,385.0,299.0,7.0,36.0,4.0,0.07233502538071065,0.4885786802030457,0.37944162436548223,0.008883248730964468,0.04568527918781726,0.005076142131979695
165,"MIDVILLE, Burke County, Georgia",7000000US13033000007,660.0,23.0,248.0,380.0,0.0,8.0,1.0,0.03484848484848485,0.37575757575757573,0.5757575757575758,0.0,0.012121212121212121,0.0015151515151515152
166,"MUNNERLYN, Burke County, Georgia",7000000US13033000008,292.0,6.0,193.0,79.0,0.0,14.0,0.0,0.02054794520547945,0.660958904109589,0.2705479452054795,0.0,0.04794520547945205,0.0
167,"SARDIS, Burke County, Georgia",7000000US13033000009,1656.0,29.0,866.0,659.0,4.0,86.0,12.0,0.017512077294685992,0.5229468599033816,0.39794685990338163,0.0024154589371980675,0.051932367149758456,0.007246376811594203
168,"SCOTTS CROSSROADS, Burke County, Georgia",7000000US13033000010,355.0,9.0,134.0,205.0,1.0,6.0,0.0,0.02535211267605634,0.37746478873239436,0.5774647887323944,0.0028169014084507044,0.016901408450704224,0.0
169,"TELFAIR, Burke County, Georgia",7000000US13033000011,1835.0,49.0,1165.0,570.0,3.0,45.0,3.0,0.02670299727520436,0.6348773841961853,0.3106267029972752,0.0016348773841961854,0.02452316076294278,0.0016348773841961854
170,"ST. CLAIR, Burke County, Georgia",7000000US13033000012,632.0,20.0,341.0,229.0,2.0,38.0,2.0,0.03164556962025317,0.5395569620253164,0.3623417721518987,0.0031645569620253164,0.060126582278481014,0.0031645569620253164
171,"VIDETTE, Burke County, Georgia",7000000US13033000013,456.0,34.0,227.0,179.0,0.0,14.0,2.0,0.07456140350877193,0.49780701754385964,0.3925438596491228,0.0,0.03070175438596491,0.0043859649122807015
172,"NORTH WAYNESBORO, Burke County, Georgia",7000000US13033000014,4531.0,118.0,1030.0,3257.0,11.0,95.0,20.0,0.02604281615537409,0.22732288677996026,0.7188258662546899,0.0024277201500772457,0.020966674023394395,0.004414036636504083
173,"SOUTH WAYNESBORO, Burke County, Georgia",7000000US13033000015,4977.0,101.0,2550.0,2153.0,46.0,108.0,19.0,0.020293349407273457,0.5123568414707655,0.4325899136025718,0.009242515571629495,0.0216998191681736,0.003817560779586096
174,"BLAKENEY, Burke County, Georgia",7000000US13033000016,1056.0,17.0,353.0,646.0,1.0,30.0,9.0,0.016098484848484848,0.33428030303030304,0.6117424242424242,0.000946969696969697,0.028409090909090908,0.008522727272727272
175,"BUTTS CO COMM C, Butts County, Georgia",7000000US1303500BCCC,25434.0,803.0,16628.0,6808.0,102.0,881.0,212.0,0.03157191161437446,0.6537705433671464,0.2676731933632146,0.004010379806558151,0.03463867264291893,0.008335299205787529
176,"LEARY, Calhoun County, Georgia",7000000US13037000001,711.0,11.0,255.0,433.0,1.0,6.0,5.0,0.015471167369901548,0.35864978902953587,0.6090014064697609,0.0014064697609001407,0.008438818565400843,0.007032348804500703
177,"MORGAN, Calhoun County, Georgia",7000000US13037000002,2182.0,64.0,795.0,1290.0,11.0,20.0,2.0,0.02933088909257562,0.36434463794683775,0.5912007332722273,0.005041246562786435,0.00916590284142988,0.0009165902841429881
178,"EDISON, Calhoun County, Georgia",7000000US13037000003,1078.0,48.0,228.0,787.0,3.0,12.0,0.0,0.04452690166975881,0.21150278293135436,0.7300556586270872,0.0027829313543599257,0.011131725417439703,0.0
179,"EDISON-ARLINGTON, Calhoun County, Georgia",7000000US13037000004,811.0,9.0,332.0,453.0,3.0,14.0,0.0,0.011097410604192354,0.4093711467324291,0.5585696670776819,0.0036991368680641184,0.01726263871763255,0.0
180,"ARLINGTON, Calhoun County, Georgia",7000000US13037000005,791.0,17.0,156.0,606.0,1.0,9.0,2.0,0.021491782553729456,0.1972187104930468,0.7661188369152971,0.0012642225031605564,0.011378002528445006,0.0025284450063211127
181,"TARBORO, Camden County, Georgia",7000000US13039000001,1354.0,23.0,1069.0,192.0,2.0,60.0,8.0,0.016986706056129987,0.7895125553914328,0.14180206794682423,0.0014771048744460858,0.04431314623338257,0.005908419497784343
182,"WAVERLY, Camden County, Georgia",7000000US13039000002,1880.0,34.0,1457.0,312.0,3.0,69.0,5.0,0.018085106382978722,0.775,0.16595744680851063,0.0015957446808510637,0.036702127659574466,0.0026595744680851063
183,"WOODBINE, Camden County, Georgia",7000000US13039000003,2587.0,59.0,1589.0,765.0,10.0,130.0,34.0,0.02280633938925396,0.6142249710088906,0.2957093158098183,0.003865481252415926,0.05025125628140704,0.013142636258214147
184,"BROWNTOWN, Camden County, Georgia",7000000US13039000004,1181.0,76.0,913.0,86.0,8.0,78.0,20.0,0.06435224386113463,0.77307366638442,0.07281964436917866,0.006773920406435224,0.06604572396274344,0.01693480101608806
185,"HARRIETTS BLUFF, Camden County, Georgia",7000000US13039000005,2673.0,110.0,2192.0,174.0,19.0,156.0,22.0,0.0411522633744856,0.8200523756079312,0.06509539842873176,0.00710811821922933,0.058361391694725026,0.00823045267489712
186,"WEST KINGSLAND, Camden County, Georgia",7000000US13039000006,4032.0,235.0,2851.0,610.0,50.0,248.0,38.0,0.05828373015873016,0.707093253968254,0.15128968253968253,0.01240079365079365,0.061507936507936505,0.009424603174603174
187,"NORTH KINGSLAND, Camden County, Georgia",7000000US13039000007,3806.0,205.0,2054.0,1258.0,34.0,204.0,51.0,0.05386232264844982,0.5396741986337362,0.3305307409353652,0.008933263268523384,0.053599579611140306,0.013399894902785077
188,"KINGSLAND, Camden County, Georgia",7000000US13039000008,3306.0,232.0,2033.0,751.0,37.0,201.0,52.0,0.07017543859649122,0.6149425287356322,0.22716273442226256,0.01119177253478524,0.060798548094373864,0.01572897761645493
189,"GROSS ROAD, Camden County, Georgia",7000000US13039000009,10472.0,753.0,6746.0,1894.0,330.0,625.0,124.0,0.07190603514132926,0.6441940412528648,0.18086325439266615,0.031512605042016806,0.0596829640947288,0.011841100076394193
190,"NORTH SAINT MARY, Camden County, Georgia",7000000US13039000010,6360.0,775.0,3811.0,1317.0,105.0,301.0,51.0,0.12185534591194969,0.5992138364779874,0.20707547169811322,0.01650943396226415,0.047327044025157236,0.008018867924528302
191,"MARY LEE CLARK, Camden County, Georgia",7000000US13039000011,5806.0,534.0,3743.0,1045.0,103.0,326.0,55.0,0.09197382018601447,0.6446779193937306,0.17998622115053392,0.01774026868756459,0.05614881157423355,0.009472959007922839
192,"SOUTH SAINT MARY, Camden County, Georgia",7000000US13039000012,2918.0,141.0,2279.0,316.0,11.0,146.0,25.0,0.04832076764907471,0.7810143934201508,0.10829335161069226,0.0037697052775873888,0.050034270047978065,0.008567511994516792
193,"MUSH BLUFF, Camden County, Georgia",7000000US13039000013,4305.0,323.0,3077.0,537.0,65.0,252.0,51.0,0.07502903600464576,0.7147502903600464,0.12473867595818815,0.015098722415795587,0.05853658536585366,0.011846689895470384
194,"WEST SAINT MARY, Camden County, Georgia",7000000US13039000014,4088.0,158.0,3389.0,240.0,68.0,193.0,40.0,0.038649706457925634,0.8290117416829745,0.05870841487279843,0.016634050880626222,0.04721135029354207,0.009784735812133072
195,"METTER, Candler County, Georgia",7000000US13043001685,5599.0,452.0,3254.0,1744.0,17.0,108.0,24.0,0.0807287015538489,0.5811752098589034,0.31148419360600105,0.0030362564743704233,0.01928915877835328,0.0042864797285229505
196,"CANDLER, Candler County, Georgia",7000000US13043001736,5382.0,926.0,3313.0,937.0,46.0,136.0,24.0,0.17205499814195466,0.615570419918246,0.1740988480118915,0.008547008547008548,0.0252694165737644,0.004459308807134894
197,"BETHANY, Carroll County, Georgia",7000000US13045000501,6586.0,841.0,3904.0,1527.0,13.0,257.0,44.0,0.12769511084117827,0.5927725478287276,0.23185545095657456,0.0019738839963559063,0.03902216823565138,0.006680838141512299
198,"V R COUNTY SOUTH, Carroll County, Georgia",7000000US13045000640,4020.0,268.0,3074.0,400.0,37.0,215.0,26.0,0.06666666666666667,0.7646766169154229,0.09950248756218906,0.009203980099502488,0.053482587064676616,0.006467661691542288
199,"V R COUNTY NORTH, Carroll County, Georgia",7000000US13045000641,7613.0,426.0,5537.0,1172.0,45.0,388.0,45.0,0.05595691580191777,0.7273085511624853,0.15394719558649678,0.005910941810061737,0.05096545382897675,0.005910941810061737
200,"VILLA RICA CITY, Carroll County, Georgia",7000000US13045000642,9624.0,742.0,4717.0,3437.0,177.0,459.0,92.0,0.07709891936824605,0.4901288445552785,0.35712801330008315,0.01839152119700748,0.047693266832917705,0.009559434746467166
201,"TEMPLE COUNTY, Carroll County, Georgia",7000000US13045000649,6140.0,234.0,5005.0,559.0,26.0,275.0,41.0,0.03811074918566775,0.8151465798045603,0.09104234527687297,0.004234527687296417,0.04478827361563518,0.006677524429967427
202,"TEMPLE CITY, Carroll County, Georgia",7000000US13045000650,5026.0,310.0,3350.0,1024.0,63.0,246.0,33.0,0.06167926780740151,0.6665340230799841,0.20374054914444886,0.012534818941504178,0.04894548348587346,0.006565857540787903
