,Area Name,id,Total,Hispanic,White,Black,Asian,Mixed,Others
275,"RIVERVIEW HEALTH REH, Chatham County, Georgia",7000000US1305103-14C,3070,57,835,2034,36,94,14
276,"ELI WHITNEY COMPLEX (03-15C), Chatham County, Georgia",7000000US1305103-15C,1160,43,749,302,26,36,4
277,"FRANK MURRAY COMMUNITY CENTER, Chatham County, Georgia",7000000US1305104-02C,3320,154,2367,278,301,187,33
278,"LIGHTHOUSE BAPTIST CHURCH, Chatham County, Georgia",7000000US1305104-04C,2858,102,2508,75,69,82,22
279,"SAINT FRANCIS EPISCOPAL CHURCH, Chatham County, Georgia",7000000US1305104-05C,2950,108,2569,78,95,85,15
280,"FIRST BAPTIST CHURCH OF THE ISLAND, Chatham County, Georgia",7000000US1305104-06C,2675,89,2298,70,87,112,19
281,"WILMINGTON ISLAND UNITED METHODIST CHURCH, Chatham County, Georgia",7000000US1305104-07C,4799,203,3978,167,179,244,28
282,"WILMINGTON ISLAND PRESBYTERIAN CHURCH, Chatham County, Georgia",7000000US1305104-08C,3094,75,2832,36,41,98,12
283,"GUARD HOUSE COMM CTR, Chatham County, Georgia",7000000US1305104-10C,1727,44,1584,18,7,66,8
284,"TYBEE IS SCH CAFE, Chatham County, Georgia",7000000US1305104-11C,1705,24,1573,9,32,50,17
285,"ST PETERS EPISCOPAL, Chatham County, Georgia",7000000US1305104-12C,2631,65,2409,39,59,50,9
286,"SKID IS PRES CHURCH, Chatham County, Georgia",7000000US1305104-13C,2753,58,2562,26,49,51,7
287,"SKID METHODIST CH, Chatham County, Georgia",7000000US1305104-14C,1960,42,1818,22,33,42,3
288,"SKIDAWAY ISLAND STAT, Chatham County, Georgia",7000000US1305104-15C,2034,45,1879,10,43,52,5
289,"BARTLETT MIDDLE SCHOOL, Chatham County, Georgia",7000000US1305105-01C,1559,115,393,890,71,75,15
290,"SENIOR CITIZEN CENTER, Chatham County, Georgia",7000000US1305105-02C,1624,105,582,779,99,44,15
291,"BUTLER PRESBYTERIAN CHURCH ED BLDG, Chatham County, Georgia",7000000US1305105-03C,1765,90,330,1231,70,36,8
292,"LIBERTY CITY COMMUNITY CENTER, Chatham County, Georgia",7000000US1305105-05C,2962,60,43,2789,4,56,10
293,"SEED CHURCH, Chatham County, Georgia",7000000US1305105-06C,5096,536,1710,2538,63,179,70
294,"ELKS LODGE, Chatham County, Georgia",7000000US1305105-07C,3206,268,1007,1623,122,163,23
295,"SAVANNAH PRIMITIVE BAPTIST CHURCH, Chatham County, Georgia",7000000US1305105-08C,2841,343,887,1374,68,134,35
296,"JONESVILLE BAPT CH, Chatham County, Georgia",7000000US1305105-10C,4415,155,306,3810,24,87,33
297,"LARGO-TIBET ELEMENTA, Chatham County, Georgia",7000000US1305105-11C,4599,349,1129,2683,239,162,37
298,"WHITE BLUFF PRESBYTERIAN CHURCH, Chatham County, Georgia",7000000US1305106-01C,2771,279,1100,1120,84,160,28
299,"WINDSOR FOREST BAPTIST CHURCH SCHOOL, Chatham County, Georgia",7000000US1305106-02C,2675,90,1821,564,54,127,19
300,"CRUSADER COMMUNITY CENTER, Chatham County, Georgia",7000000US1305106-03C,3627,218,1708,1243,216,195,47
301,"WINDSOR FOREST ELEM/GOLDEN AGE CENTER, Chatham County, Georgia",7000000US1305106-05C,2819,254,1111,1193,69,167,25
302,"THE LIGHT CHURCH, Chatham County, Georgia",7000000US1305106-06C,2286,145,1132,843,51,83,32
303,"ST. FRANCIS CABRINI CHURCH, Chatham County, Georgia",7000000US1305106-08C,3679,772,1048,1653,62,120,24
304,"TRINITY LUTHERAN CHURCH, Chatham County, Georgia",7000000US1305106-09C,4923,348,2623,1308,452,161,31
305,"GEORGETOWN ELEMENTAR, Chatham County, Georgia",7000000US1305106-10C,5562,429,2893,1601,286,298,55
306,"BAMBOO FARMS, Chatham County, Georgia",7000000US1305106-11C,8354,1019,2904,3591,365,388,87
307,"GARDEN CITY SENIOR CENTER, Chatham County, Georgia",7000000US1305107-01C,2457,378,1086,855,27,91,20
308,"PB EDWARDS GYMNASIUM, Chatham County, Georgia",7000000US1305107-03C,2072,291,1300,350,14,103,14
309,"LAKE SHORE COMMUNITY CENTER, Chatham County, Georgia",7000000US1305107-04C,7131,614,1816,4228,90,314,69
310,"WOODLAWN BAPTIST CHURCH, Chatham County, Georgia",7000000US1305107-05C,2259,281,829,969,78,84,18
311,"POOLER CITY HALL, Chatham County, Georgia",7000000US1305107-06C,5207,768,2388,1504,204,266,77
312,"ROTHWELL BAPTIST CHURCH, Chatham County, Georgia",7000000US1305107-07C,10322,835,5719,2314,793,547,114
313,"BLOOMINGDALE COMMUNITY CENTER, Chatham County, Georgia",7000000US1305107-08C,4854,398,3548,550,45,256,57
314,"SOUTHWEST BAPTIST CHURCH, Chatham County, Georgia",7000000US1305107-09C,5550,992,2125,1922,197,255,59
315,"PROGRESSIVE REC CTR, Chatham County, Georgia",7000000US1305107-10C,6390,625,2523,2723,165,295,59
316,"SEVENTH DAY ADV CHR, Chatham County, Georgia",7000000US1305107-11C,11988,1140,5088,4517,600,520,123
317,"POOLER CHRURCH, Chatham County, Georgia",7000000US1305107-12C,9737,739,5116,2873,531,373,105
318,"GARDEN CITY CITY HAL, Chatham County, Georgia",7000000US1305107-13C,2784,139,1961,328,248,84,24
319,"COASTAL CATHEDRAL, Chatham County, Georgia",7000000US1305107-14C,10745,1039,3888,4786,512,398,122
320,"RICE CREEK SCHOOL, Chatham County, Georgia",7000000US1305107-15C,1743,204,881,526,28,82,22
321,"CIVIC CENTER, Chatham County, Georgia",7000000US1305108-01C,5355,544,2740,1309,638,80,44
322,"BULL STREE BAPTIST CHURCH, Chatham County, Georgia",7000000US1305108-02C,2807,182,1543,784,198,84,16
323,"SILK HOPE BAPTIST CHURCH, Chatham County, Georgia",7000000US1305108-03C,1639,524,768,250,14,68,15
324,"WEST BROAD STREET YMCA, Chatham County, Georgia",7000000US1305108-05C,2529,33,158,2281,7,38,12
325,"TOMPKINS RECREATION CENTER, Chatham County, Georgia",7000000US1305108-06C,1507,47,85,1308,4,50,13
326,"WOODVILLE-TOMPKINS TECHNICAL INST, Chatham County, Georgia",7000000US1305108-07C,826,43,43,721,0,16,3
327,"RESURRECTION OF OUR LORD CATHOLIC CHURCH, Chatham County, Georgia",7000000US1305108-08C,2104,102,25,1927,0,42,8
328,"MOSES JACKSON CENTER, Chatham County, Georgia",7000000US1305108-09C,1695,18,40,1573,2,58,4
329,"CARVER HEIGHTS COMM, Chatham County, Georgia",7000000US1305108-10C,2173,61,54,2000,2,51,5
330,"BUTLER ELEMENTARY SC, Chatham County, Georgia",7000000US1305108-11C,1577,13,9,1531,0,21,3
331,"BEACH HIGH SCHOOL, Chatham County, Georgia",7000000US1305108-12C,4030,275,992,2177,497,70,19
332,"SAVANNAH CHRISTIAN S, Chatham County, Georgia",7000000US1305108-13C,2858,1627,895,278,4,49,5
333,"GARDEN CITY REC CTR, Chatham County, Georgia",7000000US1305108-15C,2562,383,268,1818,15,58,20
334,"FORT PULASKI MON, Chatham County, Georgia",7000000US130510XFTPU,0,0,0,0,0,0,0
335,"ACTIVITY CENTER, Chattahoochee County, Georgia",7000000US13053000001,2578,88,1503,798,30,134,25
336,"FORT BENNING1, Chattahoochee County, Georgia",7000000US13053FTBEN1,2,2,0,0,0,0,0
337,"FORT BENNING2, Chattahoochee County, Georgia",7000000US13053FTBEN2,3536,784,1936,351,142,232,91
338,"FORT BENNING3, Chattahoochee County, Georgia",7000000US13053FTBEN3,3449,736,1964,314,132,225,78
339,"TRION, Chattooga County, Georgia",7000000US13055000870,6604,807,5352,131,30,252,32
340,"SUMMERVILLE, Chattooga County, Georgia",7000000US13055000925,9261,255,7253,1221,35,445,52
341,"DIRTTOWN, Chattooga County, Georgia",7000000US13055000940,1294,20,1113,105,4,46,6
342,"SEMINOLE, Chattooga County, Georgia",7000000US13055000961,284,4,257,16,0,6,1
343,"SUBLIGNA, Chattooga County, Georgia",7000000US13055000962,699,5,647,8,3,34,2
344,"ALPINE, Chattooga County, Georgia",7000000US13055000968,1235,30,1146,23,6,21,9
345,"COLDWATER, Chattooga County, Georgia",7000000US13055001083,399,22,312,32,2,30,1
346,"DIRTSELLER, Chattooga County, Georgia",7000000US13055001216,250,12,215,13,0,8,2
347,"HAYWOOD, Chattooga County, Georgia",7000000US13055001382,227,1,206,2,2,15,1
348,"LYERLY, Chattooga County, Georgia",7000000US13055001484,1416,19,1280,46,9,50,12
349,"PENNVILLE, Chattooga County, Georgia",7000000US130550P-870,1825,111,895,781,7,28,3
350,"CLOUDLAND-TELOGA, Chattooga County, Georgia",7000000US13055XC-968,1471,11,1403,13,4,35,5
351,"AIR ACRES, Cherokee County, Georgia",7000000US13057000001,4298,535,3211,186,119,192,55
352,"ARNOLD MILL, Cherokee County, Georgia",7000000US13057000002,6539,646,5223,180,131,286,73
353,"AVERY, Cherokee County, Georgia",7000000US13057000003,4432,331,3768,112,36,162,23
354,"BALL GROUND, Cherokee County, Georgia",7000000US13057000004,5236,196,4736,50,6,216,32
355,"BASCOMB, Cherokee County, Georgia",7000000US13057000005,5371,387,4345,262,77,267,33
356,"BELLS, Cherokee County, Georgia",7000000US13057000006,8992,1427,4972,1448,580,468,97
357,"BOOTH, Cherokee County, Georgia",7000000US13057000007,5583,359,4294,452,183,253,42
358,"BRADSHAW, Cherokee County, Georgia",7000000US13057000008,5504,318,4621,233,95,197,40
359,"BRIDGEMILL, Cherokee County, Georgia",7000000US13057000009,6385,401,5399,220,92,230,43
360,"CANTON, Cherokee County, Georgia",7000000US13057000010,12914,3073,8135,1089,89,444,84
361,"CARMEL, Cherokee County, Georgia",7000000US13057000011,6848,1258,3950,1094,196,283,67
362,"WOODSTOCK, Cherokee County, Georgia",7000000US13057000012,10797,1422,7062,1383,349,503,78
363,"CLAYTON, Cherokee County, Georgia",7000000US13057000013,6499,509,5269,323,63,299,36
364,"CONNS CREEK, Cherokee County, Georgia",7000000US13057000014,1321,71,1179,8,2,50,11
365,"DEER RUN, Cherokee County, Georgia",7000000US13057000015,4053,312,3010,372,115,205,39
366,"DIXIE, Cherokee County, Georgia",7000000US13057000016,8540,1548,5421,882,164,433,92
367,"FREEHOME, Cherokee County, Georgia",7000000US13057000018,7091,431,6114,151,93,248,54
368,"HICKORY FLAT, Cherokee County, Georgia",7000000US13057000019,10061,794,7803,618,256,491,99
369,"HIGHTOWER, Cherokee County, Georgia",7000000US13057000020,4441,196,3945,61,33,188,18
370,"HILLSIDE, Cherokee County, Georgia",7000000US13057000021,3689,173,3208,136,33,115,24
371,"HOLLY SPRINGS, Cherokee County, Georgia",7000000US13057000022,4828,569,3637,311,89,198,24
372,"KELLOGG, Cherokee County, Georgia",7000000US13057000023,8637,2024,5261,662,174,461,55
373,"LIBERTY, Cherokee County, Georgia",7000000US13057000024,12485,1516,8681,1296,239,652,101
374,"LITTLE RIVER, Cherokee County, Georgia",7000000US13057000026,10018,1061,7245,769,377,448,118
375,"MACEDONIA, Cherokee County, Georgia",7000000US13057000027,6420,392,5348,258,95,287,40
376,"MOUNTAIN ROAD, Cherokee County, Georgia",7000000US13057000028,4098,340,3404,82,59,184,29
377,"OAK GROVE, Cherokee County, Georgia",7000000US13057000029,5057,516,3628,439,137,287,50
378,"R M MOORE, Cherokee County, Georgia",7000000US13057000030,4972,200,4415,138,37,153,29
379,"R T JONES, Cherokee County, Georgia",7000000US13057000031,5146,1729,2503,572,56,254,32
380,"ROSECREEK, Cherokee County, Georgia",7000000US13057000032,4525,364,3691,185,53,191,41
381,"SALACOA, Cherokee County, Georgia",7000000US13057000033,959,45,862,4,1,38,9
382,"SIXES, Cherokee County, Georgia",7000000US13057000034,3850,232,3300,95,61,138,24
383,"SUTALLEE, Cherokee County, Georgia",7000000US13057000035,3255,178,2852,59,23,117,26
384,"TEASLEY, Cherokee County, Georgia",7000000US13057000036,13083,3154,8562,558,177,531,101
385,"TOONIGH, Cherokee County, Georgia",7000000US13057000037,9203,948,6852,644,213,453,93
386,"UNION HILL, Cherokee County, Georgia",7000000US13057000038,5374,292,4610,140,80,221,31
387,"UNIVETER, Cherokee County, Georgia",7000000US13057000039,7967,752,6475,343,64,283,50
388,"VICTORIA, Cherokee County, Georgia",7000000US13057000040,3711,307,2918,156,44,239,47
389,"WALESKA, Cherokee County, Georgia",7000000US13057000041,3516,116,3178,74,19,117,12
390,"WILDCAT, Cherokee County, Georgia",7000000US13057000042,4570,527,3600,133,50,227,33
391,"WOODLANDS, Cherokee County, Georgia",7000000US13057000043,5160,797,3450,404,257,205,47
392,"NEESE, Cherokee County, Georgia",7000000US13057000044,11192,1665,7730,744,412,527,114
393,"1A, Clarke County, Georgia",7000000US1305900001A,5044,1186,2070,1586,31,143,28
394,"1B, Clarke County, Georgia",7000000US1305900001B,5252,624,2530,1808,77,154,59
395,"1C, Clarke County, Georgia",7000000US1305900001C,2935,176,2284,212,83,137,43
396,"1D, Clarke County, Georgia",7000000US1305900001D,3351,167,2416,505,78,144,41
397,"2A, Clarke County, Georgia",7000000US1305900002A,7226,2364,1591,3042,18,159,52
398,"2B, Clarke County, Georgia",7000000US1305900002B,8671,485,3316,4105,261,284,220
399,"3A, Clarke County, Georgia",7000000US1305900003A,4542,244,1568,2455,60,184,31
400,"3B, Clarke County, Georgia",7000000US1305900003B,9946,445,6845,1998,220,332,106
401,"4A, Clarke County, Georgia",7000000US1305900004A,4480,312,2542,1275,151,167,33
402,"4B, Clarke County, Georgia",7000000US1305900004B,12671,766,9685,676,1103,326,115
403,"5A, Clarke County, Georgia",7000000US1305900005A,4171,359,2844,621,122,172,53
404,"5B, Clarke County, Georgia",7000000US1305900005B,4147,662,1813,1369,104,147,52
405,"5C, Clarke County, Georgia",7000000US1305900005C,2648,152,2120,178,64,110,24
406,"5D, Clarke County, Georgia",7000000US1305900005D,5454,1925,1296,1999,45,128,61
407,"6A, Clarke County, Georgia",7000000US1305900006A,4819,603,2573,1211,195,186,51
408,"6B, Clarke County, Georgia",7000000US1305900006B,5677,904,2797,1645,108,184,39
409,"6C, Clarke County, Georgia",7000000US1305900006C,5007,323,3269,874,305,168,68
410,"6D, Clarke County, Georgia",7000000US1305900006D,2801,181,1903,410,184,97,26
411,"7A, Clarke County, Georgia",7000000US1305900007A,4675,327,3053,846,250,165,34
412,"7B, Clarke County, Georgia",7000000US1305900007B,5194,333,3682,765,218,151,45
413,"7C, Clarke County, Georgia",7000000US1305900007C,5106,250,3844,293,458,232,29
414,"8A, Clarke County, Georgia",7000000US1305900008A,4928,594,2553,1304,187,244,46
415,"8B, Clarke County, Georgia",7000000US1305900008B,3233,292,1704,958,89,166,24
416,"8C, Clarke County, Georgia",7000000US1305900008C,6693,662,3903,1232,509,324,63
417,"0611 - BLUFFTON Voting District, Clay County, Georgia",7000000US13061000001,503,9,291,191,0,12,0
418,"0612 - ZETTO Voting District, Clay County, Georgia",7000000US13061000002,569,5,178,378,0,5,3
419,"0613 - COURTHOUSE Voting District, Clay County, Georgia",7000000US13061000003,520,5,99,396,1,17,2
420,"0614 - OLD HEAD START Voting District, Clay County, Georgia",7000000US13061000004,577,13,192,345,5,19,3
421,"0615 - DAY'S CROSS ROAD Voting District, Clay County, Georgia",7000000US13061000005,679,9,383,283,0,4,0
422,"ELLENWOOD, Clayton County, Georgia",7000000US13063000EW1,9009,1040,439,7032,208,218,72
423,"FOREST PARK 1, Clayton County, Georgia",7000000US13063000FP1,7376,2003,896,4015,205,195,62
424,"FOREST PARK 2, Clayton County, Georgia",7000000US13063000FP2,5384,1821,538,2625,223,117,60
425,"FOREST PARK 3, Clayton County, Georgia",7000000US13063000FP3,5078,1515,639,2503,282,105,34
426,"FOREST PARK 4, Clayton County, Georgia",7000000US13063000FP4,3398,1107,546,974,689,65,17
427,"FOREST PARK 5, Clayton County, Georgia",7000000US13063000FP5,8768,3040,684,4328,510,159,47
428,"FOREST PARK 6, Clayton County, Georgia",7000000US13063000FP6,2620,804,324,777,637,49,29
429,"LAKE CITY, Clayton County, Georgia",7000000US13063000LC1,5760,669,525,3969,348,183,66
430,"LOVEJOY 1, Clayton County, Georgia",7000000US13063000LJ1,5619,642,632,3967,152,170,56
431,"LOVEJOY 2, Clayton County, Georgia",7000000US13063000LJ2,5369,590,501,3993,47,183,55
432,"LOVEJOY 3, Clayton County, Georgia",7000000US13063000LJ3,13253,1258,1511,9878,174,334,98
433,"LOVEJOY 4, Clayton County, Georgia",7000000US13063000LJ4,5209,372,325,4198,76,181,57
434,"LOVEJOY 5, Clayton County, Georgia",7000000US13063000LJ5,5283,1007,430,3623,51,112,60
435,"MORROW 1, Clayton County, Georgia",7000000US13063000MO1,5626,1152,404,3778,109,140,43
436,"MORROW 2, Clayton County, Georgia",7000000US13063000MO2,3716,683,546,1203,1166,89,29
437,"MORROW 3, Clayton County, Georgia",7000000US13063000MO3,7634,837,605,4457,1465,205,65
438,"MORROW 4, Clayton County, Georgia",7000000US13063000MO4,3227,545,396,1884,286,103,13
439,"MORROW 5, Clayton County, Georgia",7000000US13063000MO5,7654,801,670,5574,361,198,50
440,"MORROW 6, Clayton County, Georgia",7000000US13063000MO6,4603,757,634,2814,223,147,28
441,"MORROW 7, Clayton County, Georgia",7000000US13063000MO7,3423,499,262,2065,497,93,7
442,"MORROW 8, Clayton County, Georgia",7000000US13063000MO8,5039,763,313,3663,116,133,51
443,"MORROW 9, Clayton County, Georgia",7000000US13063000MO9,2078,306,241,1397,54,69,11
444,"PANHANDLE 1, Clayton County, Georgia",7000000US13063000PH1,3542,204,289,2823,78,102,46
445,"PANHANDLE 2, Clayton County, Georgia",7000000US13063000PH2,4639,308,763,3305,100,125,38
446,"JONESBORO 1, Clayton County, Georgia",7000000US1306300JB01,6753,545,398,5422,79,240,69
447,"JONESBORO 2, Clayton County, Georgia",7000000US1306300JB02,5993,533,163,4929,178,162,28
448,"JONESBORO 3, Clayton County, Georgia",7000000US1306300JB03,5962,646,973,3895,250,152,46
449,"JONESBORO 4, Clayton County, Georgia",7000000US1306300JB04,3996,378,445,2914,100,130,29
450,"JONESBORO 5, Clayton County, Georgia",7000000US1306300JB05,2997,376,465,1891,139,108,18
451,"JONESBORO 6, Clayton County, Georgia",7000000US1306300JB06,3135,138,1250,1312,314,90,31
452,"JONESBORO 7, Clayton County, Georgia",7000000US1306300JB07,4643,521,487,3120,310,148,57
453,"JONESBORO 8, Clayton County, Georgia",7000000US1306300JB08,6865,1187,498,4793,142,173,72
454,"JONESBORO 9, Clayton County, Georgia",7000000US1306300JB09,3684,1213,485,1744,67,115,60
455,"JONESBORO 10, Clayton County, Georgia",7000000US1306300JB10,5515,793,456,3974,71,178,43
456,"JONESBORO 11, Clayton County, Georgia",7000000US1306300JB11,5234,745,806,3196,226,203,58
457,"JONESBORO 12, Clayton County, Georgia",7000000US1306300JB12,4238,513,257,3242,81,102,43
458,"JONESBORO 13, Clayton County, Georgia",7000000US1306300JB13,2818,155,268,2247,62,66,20
459,"JONESBORO 14, Clayton County, Georgia",7000000US1306300JB14,5113,483,1134,3059,248,148,41
460,"JONESBORO 15, Clayton County, Georgia",7000000US1306300JB15,4580,720,263,3298,101,148,50
461,"JONESBORO 16, Clayton County, Georgia",7000000US1306300JB16,3979,732,368,2624,106,103,46
462,"JONESBORO 17, Clayton County, Georgia",7000000US1306300JB17,7013,815,362,5493,95,196,52
463,"JONESBORO 18, Clayton County, Georgia",7000000US1306300JB18,5079,364,413,3850,265,145,42
464,"OAK 1, Clayton County, Georgia",7000000US1306300OAK1,4155,223,68,3676,53,101,34
465,"OAK 2, Clayton County, Georgia",7000000US1306300OAK2,2713,292,104,1935,282,69,31
466,"OAK 3, Clayton County, Georgia",7000000US1306300OAK3,7240,296,185,6369,207,135,48
467,"OAK 4, Clayton County, Georgia",7000000US1306300OAK4,5973,347,148,5192,99,155,32
468,"RIVERDALE 1, Clayton County, Georgia",7000000US1306300RD01,3031,221,174,2467,99,54,16
469,"RIVERDALE 2, Clayton County, Georgia",7000000US1306300RD02,5449,962,162,4124,64,104,33
470,"RIVERDALE 3, Clayton County, Georgia",7000000US1306300RD03,4703,367,198,3796,191,115,36
471,"RIVERDALE 4, Clayton County, Georgia",7000000US1306300RD04,6756,1034,382,4845,311,135,49
472,"RIVERDALE 5, Clayton County, Georgia",7000000US1306300RD05,4328,493,206,3313,100,148,68
473,"RIVERDALE 6, Clayton County, Georgia",7000000US1306300RD06,6532,1619,544,3992,204,125,48
474,"RIVERDALE 7, Clayton County, Georgia",7000000US1306300RD07,5919,1554,284,3636,272,134,39
475,"RIVERDALE 8, Clayton County, Georgia",7000000US1306300RD08,3820,366,243,2976,120,94,21
476,"RIVERDALE 9, Clayton County, Georgia",7000000US1306300RD09,3913,451,228,2736,358,102,38
477,"RIVERDALE 10, Clayton County, Georgia",7000000US1306300RD10,5388,161,112,4925,34,116,40
478,"RIVERDALE 11, Clayton County, Georgia",7000000US1306300RD11,2496,167,91,2103,35,66,34
479,"RIVERDALE 12, Clayton County, Georgia",7000000US1306300RD12,4275,413,169,3368,171,100,54
480,"DUPONT, Clinch County, Georgia",7000000US1306500000D,550,28,365,129,0,24,4
481,"FARGO, Clinch County, Georgia",7000000US1306500000F,372,6,316,34,1,10,5
482,"HOMERVILLE, Clinch County, Georgia",7000000US1306500000H,4947,177,2894,1671,19,139,47
483,"ARABIA, Clinch County, Georgia",7000000US130650000AB,209,4,178,22,0,1,4
484,"ARGYLE, Clinch County, Georgia",7000000US130650000AG,671,38,503,94,2,26,8
485,"Acworth 1A, Cobb County, Georgia",7000000US1306700AC1A,7489,956,4123,1575,393,365,77
486,"Acworth 1B, Cobb County, Georgia",7000000US1306700AC1B,7464,1151,4221,1569,161,324,38
487,"Acworth 1C, Cobb County, Georgia",7000000US1306700AC1C,7335,1116,2832,2617,362,348,60
488,"Addison 01, Cobb County, Georgia",7000000US1306700AD01,3173,319,1933,378,297,176,70
489,"Austell 1A, Cobb County, Georgia",7000000US1306700AU1A,7650,1302,1448,4438,106,275,81
