,Area Name,id,Total,Hispanic,White,Black,Asian,Mixed,Others
1381,"SC27, Fulton County, Georgia",7000000US1312100SC27,2708,111,64,2463,9,47,14
1382,"SS01, Fulton County, Georgia",7000000US1312100SS01,5353,269,4138,451,274,193,28
1383,"SS03, Fulton County, Georgia",7000000US1312100SS03,2154,193,1367,264,170,136,24
1384,"SS04, Fulton County, Georgia",7000000US1312100SS04,5238,722,2341,1069,832,244,30
1385,"SS05, Fulton County, Georgia",7000000US1312100SS05,2367,94,2022,78,90,76,7
1386,"SS06, Fulton County, Georgia",7000000US1312100SS06,2336,137,1865,87,105,130,12
1387,"SS12, Fulton County, Georgia",7000000US1312100SS12,3799,240,2707,389,282,153,28
1388,"SS14, Fulton County, Georgia",7000000US1312100SS14,1865,121,1570,46,40,67,21
1389,"SS16, Fulton County, Georgia",7000000US1312100SS16,2499,91,2161,100,60,71,16
1390,"SS17, Fulton County, Georgia",7000000US1312100SS17,4731,483,2833,986,163,223,43
1391,"SS20, Fulton County, Georgia",7000000US1312100SS20,4093,768,1331,1227,514,188,65
1392,"SS22, Fulton County, Georgia",7000000US1312100SS22,3807,439,1906,1029,195,177,61
1393,"SS26, Fulton County, Georgia",7000000US1312100SS26,6194,1003,1810,2344,631,311,95
1394,"SS31, Fulton County, Georgia",7000000US1312100SS31,2156,106,1334,399,205,94,18
1395,"AP01A, Fulton County, Georgia",7000000US131210AP01A,7302,542,3890,671,1847,266,86
1396,"AP01B, Fulton County, Georgia",7000000US131210AP01B,1952,192,982,283,391,86,18
1397,"AP01C, Fulton County, Georgia",7000000US131210AP01C,3292,437,1978,311,411,132,23
1398,"AP01D, Fulton County, Georgia",7000000US131210AP01D,1481,169,790,219,193,95,15
1399,"AP01E, Fulton County, Georgia",7000000US131210AP01E,0,0,0,0,0,0,0
1400,"AP021, Fulton County, Georgia",7000000US131210AP021,4333,347,2805,583,385,169,44
1401,"AP022, Fulton County, Georgia",7000000US131210AP022,3367,446,1878,429,435,161,18
1402,"AP02B, Fulton County, Georgia",7000000US131210AP02B,871,45,542,127,108,46,3
1403,"AP04A, Fulton County, Georgia",7000000US131210AP04A,2124,110,1554,124,228,98,10
1404,"AP04B, Fulton County, Georgia",7000000US131210AP04B,758,52,473,30,159,38,6
1405,"AP07A, Fulton County, Georgia",7000000US131210AP07A,5728,580,3251,635,976,231,55
1406,"AP07B, Fulton County, Georgia",7000000US131210AP07B,2554,168,1558,164,529,121,14
1407,"AP09A, Fulton County, Georgia",7000000US131210AP09A,7259,500,3292,599,2453,347,68
1408,"AP09B, Fulton County, Georgia",7000000US131210AP09B,1416,121,550,186,479,58,22
1409,"AP12A, Fulton County, Georgia",7000000US131210AP12A,1913,429,778,312,292,51,51
1410,"AP12B, Fulton County, Georgia",7000000US131210AP12B,2787,164,479,271,1708,83,82
1411,"AP12C, Fulton County, Georgia",7000000US131210AP12C,3050,301,2103,281,234,101,30
1412,"AP12D, Fulton County, Georgia",7000000US131210AP12D,0,0,0,0,0,0,0
1413,"CH04A, Fulton County, Georgia",7000000US131210CH04A,991,49,838,72,3,25,4
1414,"CH04B, Fulton County, Georgia",7000000US131210CH04B,16,4,5,6,0,1,0
1415,"CP011, Fulton County, Georgia",7000000US131210CP011,1649,91,405,1064,15,58,16
1416,"CP012, Fulton County, Georgia",7000000US131210CP012,1672,79,469,1039,28,43,14
1417,"CP01B, Fulton County, Georgia",7000000US131210CP01B,527,42,203,250,11,14,7
1418,"CP04A, Fulton County, Georgia",7000000US131210CP04A,0,0,0,0,0,0,0
1419,"CP04B, Fulton County, Georgia",7000000US131210CP04B,71,11,9,39,6,6,0
1420,"CP051, Fulton County, Georgia",7000000US131210CP051,1797,134,46,1514,25,56,22
1421,"CP052, Fulton County, Georgia",7000000US131210CP052,5,1,0,0,1,0,3
1422,"CP053, Fulton County, Georgia",7000000US131210CP053,0,0,0,0,0,0,0
1423,"CP05B, Fulton County, Georgia",7000000US131210CP05B,188,6,0,173,0,6,3
1424,"CP06A, Fulton County, Georgia",7000000US131210CP06A,818,53,12,732,0,17,4
1425,"CP06B, Fulton County, Georgia",7000000US131210CP06B,9,0,0,4,1,1,3
1426,"CP07A, Fulton County, Georgia",7000000US131210CP07A,1530,54,54,1401,0,11,10
1427,"CP07B, Fulton County, Georgia",7000000US131210CP07B,32,3,0,23,0,1,5
1428,"CP07C, Fulton County, Georgia",7000000US131210CP07C,283,2,0,271,0,5,5
1429,"CP07D, Fulton County, Georgia",7000000US131210CP07D,7,1,0,5,0,0,1
1430,"CP07E, Fulton County, Georgia",7000000US131210CP07E,57,2,1,53,0,1,0
1431,"CP07F, Fulton County, Georgia",7000000US131210CP07F,513,5,19,480,0,8,1
1432,"CP081, Fulton County, Georgia",7000000US131210CP081,666,9,7,638,0,7,5
1433,"CP083, Fulton County, Georgia",7000000US131210CP083,243,4,6,218,0,10,5
1434,"CP084, Fulton County, Georgia",7000000US131210CP084,411,8,3,397,0,3,0
1435,"CP08A, Fulton County, Georgia",7000000US131210CP08A,914,32,11,851,0,19,1
1436,"EP01A, Fulton County, Georgia",7000000US131210EP01A,4004,642,771,2361,25,140,65
1437,"EP01B, Fulton County, Georgia",7000000US131210EP01B,4442,588,563,3077,29,159,26
1438,"EP02A, Fulton County, Georgia",7000000US131210EP02A,3610,749,215,2517,13,86,30
1439,"EP02B, Fulton County, Georgia",7000000US131210EP02B,2009,236,748,880,43,79,23
1440,"EP02C, Fulton County, Georgia",7000000US131210EP02C,675,76,199,375,3,19,3
1441,"EP02D, Fulton County, Georgia",7000000US131210EP02D,621,41,35,496,6,40,3
1442,"EP02E, Fulton County, Georgia",7000000US131210EP02E,1954,98,251,1533,9,53,10
1443,"EP03A, Fulton County, Georgia",7000000US131210EP03A,6508,1026,370,4936,37,112,27
1444,"EP03B, Fulton County, Georgia",7000000US131210EP03B,1815,166,101,1487,7,39,15
1445,"EP04A, Fulton County, Georgia",7000000US131210EP04A,9014,296,222,8135,61,230,70
1446,"EP04B, Fulton County, Georgia",7000000US131210EP04B,3706,126,52,3359,17,128,24
1447,"FA01A, Fulton County, Georgia",7000000US131210FA01A,5841,747,577,4357,29,119,12
1448,"FA01B, Fulton County, Georgia",7000000US131210FA01B,9579,818,919,7371,163,237,71
1449,"FA01C, Fulton County, Georgia",7000000US131210FA01C,1063,83,44,873,28,27,8
1450,"JC03A, Fulton County, Georgia",7000000US131210JC03A,876,76,469,73,189,64,5
1451,"JC03B, Fulton County, Georgia",7000000US131210JC03B,2585,200,936,371,914,137,27
1452,"JC04A, Fulton County, Georgia",7000000US131210JC04A,5777,389,3147,534,1362,316,29
1453,"JC04B, Fulton County, Georgia",7000000US131210JC04B,591,33,231,107,181,35,4
1454,"JC13A, Fulton County, Georgia",7000000US131210JC13A,2857,93,2011,119,513,103,18
1455,"JC13B, Fulton County, Georgia",7000000US131210JC13B,355,24,276,11,33,10,1
1456,"ML011, Fulton County, Georgia",7000000US131210ML011,3818,231,2629,144,636,164,14
1457,"ML012, Fulton County, Georgia",7000000US131210ML012,624,48,504,15,16,37,4
1458,"ML01B, Fulton County, Georgia",7000000US131210ML01B,345,37,225,26,32,24,1
1459,"ML021, Fulton County, Georgia",7000000US131210ML021,3243,167,2656,117,126,161,16
1460,"ML022, Fulton County, Georgia",7000000US131210ML022,381,14,315,17,10,21,4
1461,"ML023, Fulton County, Georgia",7000000US131210ML023,2279,90,1840,97,141,103,8
1462,"ML024, Fulton County, Georgia",7000000US131210ML024,172,39,123,3,2,3,2
1463,"ML04A, Fulton County, Georgia",7000000US131210ML04A,2614,127,1688,221,436,110,32
1464,"ML04B, Fulton County, Georgia",7000000US131210ML04B,1626,80,1331,91,56,60,8
1465,"ML04C, Fulton County, Georgia",7000000US131210ML04C,157,14,110,14,17,1,1
1466,"ML05A, Fulton County, Georgia",7000000US131210ML05A,64,4,37,11,9,2,1
1467,"ML05B, Fulton County, Georgia",7000000US131210ML05B,570,20,465,14,38,28,5
1468,"ML05C, Fulton County, Georgia",7000000US131210ML05C,6070,471,3486,780,1017,261,55
1469,"ML06A, Fulton County, Georgia",7000000US131210ML06A,6036,614,1769,1110,2211,255,77
1470,"ML06B, Fulton County, Georgia",7000000US131210ML06B,4915,551,2052,830,1208,233,41
1471,"ML071, Fulton County, Georgia",7000000US131210ML071,148,8,115,7,6,12,0
1472,"ML072, Fulton County, Georgia",7000000US131210ML072,2194,168,1535,142,228,100,21
1473,"ML07A, Fulton County, Georgia",7000000US131210ML07A,1026,65,799,45,47,60,10
1474,"RW07A, Fulton County, Georgia",7000000US131210RW07A,3730,1742,611,1123,83,85,86
1475,"RW07B, Fulton County, Georgia",7000000US131210RW07B,1940,1523,198,141,21,47,10
1476,"RW11A, Fulton County, Georgia",7000000US131210RW11A,3719,367,2538,530,103,155,26
1477,"RW11B, Fulton County, Georgia",7000000US131210RW11B,27,7,4,5,5,5,1
1478,"RW22A, Fulton County, Georgia",7000000US131210RW22A,7197,1381,3170,1736,510,317,83
1479,"RW22B, Fulton County, Georgia",7000000US131210RW22B,16,4,1,2,1,8,0
1480,"SC01A, Fulton County, Georgia",7000000US131210SC01A,36,1,2,25,0,6,2
1481,"SC01B, Fulton County, Georgia",7000000US131210SC01B,2791,77,49,2539,7,90,29
1482,"SC01C, Fulton County, Georgia",7000000US131210SC01C,2683,57,29,2496,5,77,19
1483,"SC01D, Fulton County, Georgia",7000000US131210SC01D,499,1,5,489,0,4,0
1484,"SC05A, Fulton County, Georgia",7000000US131210SC05A,998,29,21,921,3,13,11
1485,"SC05B, Fulton County, Georgia",7000000US131210SC05B,4553,92,114,4205,16,112,14
1486,"SC05D, Fulton County, Georgia",7000000US131210SC05D,3893,79,104,3579,13,87,31
1487,"SC05E, Fulton County, Georgia",7000000US131210SC05E,826,35,112,629,1,45,4
1488,"SC07A, Fulton County, Georgia",7000000US131210SC07A,8756,348,625,7404,68,243,68
1489,"SC07B, Fulton County, Georgia",7000000US131210SC07B,0,0,0,0,0,0,0
1490,"SC07C, Fulton County, Georgia",7000000US131210SC07C,14,3,3,7,1,0,0
1491,"SC08A, Fulton County, Georgia",7000000US131210SC08A,0,0,0,0,0,0,0
1492,"SC08B, Fulton County, Georgia",7000000US131210SC08B,5347,178,154,4818,25,120,52
1493,"SC08C, Fulton County, Georgia",7000000US131210SC08C,130,2,3,124,0,1,0
1494,"SC08D, Fulton County, Georgia",7000000US131210SC08D,795,21,14,728,0,21,11
1495,"SC08E, Fulton County, Georgia",7000000US131210SC08E,1062,18,19,969,10,41,5
1496,"SC08F, Fulton County, Georgia",7000000US131210SC08F,1007,12,34,932,3,23,3
1497,"SC08G, Fulton County, Georgia",7000000US131210SC08G,43,1,5,35,0,2,0
1498,"SC08H, Fulton County, Georgia",7000000US131210SC08H,0,0,0,0,0,0,0
1499,"SC09A, Fulton County, Georgia",7000000US131210SC09A,2526,61,20,2342,50,26,27
1500,"SC09B, Fulton County, Georgia",7000000US131210SC09B,2346,81,30,2158,4,63,10
1501,"SC09C, Fulton County, Georgia",7000000US131210SC09C,2134,74,46,1957,13,42,2
1502,"SC11A, Fulton County, Georgia",7000000US131210SC11A,1938,36,33,1779,8,44,38
1503,"SC11B, Fulton County, Georgia",7000000US131210SC11B,1959,87,34,1779,4,26,29
1504,"SC14A, Fulton County, Georgia",7000000US131210SC14A,1399,19,25,1323,1,23,8
1505,"SC14B, Fulton County, Georgia",7000000US131210SC14B,372,7,17,336,2,5,5
1506,"SC16A, Fulton County, Georgia",7000000US131210SC16A,6019,115,73,5631,30,119,51
1507,"SC16B, Fulton County, Georgia",7000000US131210SC16B,13,5,0,7,0,1,0
1508,"SC17A, Fulton County, Georgia",7000000US131210SC17A,87,6,8,64,1,2,6
1509,"SC17B, Fulton County, Georgia",7000000US131210SC17B,41,5,17,12,1,6,0
1510,"SC17C, Fulton County, Georgia",7000000US131210SC17C,1298,14,22,1223,3,21,15
1511,"SC18A, Fulton County, Georgia",7000000US131210SC18A,1181,19,35,1095,9,20,3
1512,"SC18B, Fulton County, Georgia",7000000US131210SC18B,1160,33,23,1049,13,40,2
1513,"SC18C, Fulton County, Georgia",7000000US131210SC18C,2373,61,63,2178,6,48,17
1514,"SC19A, Fulton County, Georgia",7000000US131210SC19A,259,15,20,205,3,16,0
1515,"SC19B, Fulton County, Georgia",7000000US131210SC19B,2306,104,49,2040,1,94,18
1516,"SC211, Fulton County, Georgia",7000000US131210SC211,2579,107,69,2321,7,51,24
1517,"SC212, Fulton County, Georgia",7000000US131210SC212,6110,360,258,5223,51,160,58
1518,"SC21A, Fulton County, Georgia",7000000US131210SC21A,0,0,0,0,0,0,0
1519,"SC23A, Fulton County, Georgia",7000000US131210SC23A,5066,185,108,4616,7,98,52
1520,"SC23B, Fulton County, Georgia",7000000US131210SC23B,679,49,30,575,0,20,5
1521,"SC23C, Fulton County, Georgia",7000000US131210SC23C,3543,151,43,3205,13,102,29
1522,"SC29A, Fulton County, Georgia",7000000US131210SC29A,3711,182,90,3282,8,89,60
1523,"SC29B, Fulton County, Georgia",7000000US131210SC29B,0,0,0,0,0,0,0
1524,"SC30A, Fulton County, Georgia",7000000US131210SC30A,193,5,0,178,0,10,0
1525,"SC30B, Fulton County, Georgia",7000000US131210SC30B,1397,24,23,1304,5,29,12
1526,"SS02A, Fulton County, Georgia",7000000US131210SS02A,1635,149,1039,236,112,89,10
1527,"SS02B, Fulton County, Georgia",7000000US131210SS02B,1942,285,921,510,146,66,14
1528,"SS07A, Fulton County, Georgia",7000000US131210SS07A,1486,81,1127,86,126,54,12
1529,"SS07B, Fulton County, Georgia",7000000US131210SS07B,1280,126,714,233,108,72,27
1530,"SS07C, Fulton County, Georgia",7000000US131210SS07C,1236,306,745,99,41,39,6
1531,"SS08A, Fulton County, Georgia",7000000US131210SS08A,2820,272,1349,632,460,81,26
1532,"SS08B, Fulton County, Georgia",7000000US131210SS08B,867,58,639,57,35,47,31
1533,"SS08C, Fulton County, Georgia",7000000US131210SS08C,1032,66,577,190,163,33,3
1534,"SS08D, Fulton County, Georgia",7000000US131210SS08D,2873,206,1300,530,730,78,29
1535,"SS09A, Fulton County, Georgia",7000000US131210SS09A,3643,184,2852,267,189,120,31
1536,"SS09B, Fulton County, Georgia",7000000US131210SS09B,4340,233,3476,200,267,145,19
1537,"SS11A, Fulton County, Georgia",7000000US131210SS11A,6257,1409,3071,1099,388,228,62
1538,"SS11B, Fulton County, Georgia",7000000US131210SS11B,4286,2847,885,314,154,64,22
1539,"SS11C, Fulton County, Georgia",7000000US131210SS11C,1066,554,186,243,41,37,5
1540,"SS11D, Fulton County, Georgia",7000000US131210SS11D,513,51,394,20,29,16,3
1541,"SS13A, Fulton County, Georgia",7000000US131210SS13A,3260,790,1849,387,146,71,17
1542,"SS13B, Fulton County, Georgia",7000000US131210SS13B,1667,277,969,271,80,61,9
1543,"SS15A, Fulton County, Georgia",7000000US131210SS15A,4219,816,1105,1906,135,192,65
1544,"SS15B, Fulton County, Georgia",7000000US131210SS15B,2515,268,1295,674,96,128,54
1545,"SS18A, Fulton County, Georgia",7000000US131210SS18A,781,45,614,36,46,38,2
1546,"SS18B, Fulton County, Georgia",7000000US131210SS18B,260,6,217,9,18,10,0
1547,"SS19A, Fulton County, Georgia",7000000US131210SS19A,4453,445,1871,1612,236,243,46
1548,"SS19B, Fulton County, Georgia",7000000US131210SS19B,2966,275,1318,955,252,145,21
1549,"SS29A, Fulton County, Georgia",7000000US131210SS29A,6072,320,2230,729,2601,157,35
1550,"SS29B, Fulton County, Georgia",7000000US131210SS29B,19,5,2,9,0,1,2
1551,"UC01A, Fulton County, Georgia",7000000US131210UC01A,6165,271,121,5606,20,106,41
1552,"UC01B, Fulton County, Georgia",7000000US131210UC01B,638,13,5,607,0,13,0
1553,"UC01C, Fulton County, Georgia",7000000US131210UC01C,22,10,3,0,2,5,2
1554,"UC01D, Fulton County, Georgia",7000000US131210UC01D,25,10,3,4,0,5,3
1555,"UC01E, Fulton County, Georgia",7000000US131210UC01E,785,38,19,690,3,25,10
1556,"UC02A, Fulton County, Georgia",7000000US131210UC02A,14083,1501,442,11625,87,330,98
1557,"UC02B, Fulton County, Georgia",7000000US131210UC02B,32,1,5,23,0,3,0
1558,"UC031, Fulton County, Georgia",7000000US131210UC031,4391,110,535,3592,20,84,50
1559,"UC032, Fulton County, Georgia",7000000US131210UC032,659,28,84,530,2,9,6
1560,"UC033, Fulton County, Georgia",7000000US131210UC033,3,1,0,2,0,0,0
1561,"UC035, Fulton County, Georgia",7000000US131210UC035,24,10,1,7,0,6,0
1562,"ELLIJAY SOUTH, Gilmer County, Georgia",7000000US13123000001,4712,925,3609,7,16,143,12
1563,"CARTECAY, Gilmer County, Georgia",7000000US13123000002,1938,69,1813,7,3,44,2
1564,"TAILS CREEK, Gilmer County, Georgia",7000000US13123000003,2869,302,2402,14,6,133,12
1565,"TOWN CREEK, Gilmer County, Georgia",7000000US13123000004,1736,176,1496,10,4,38,12
1566,"LEACHES, Gilmer County, Georgia",7000000US13123000005,4236,272,3781,22,8,124,29
1567,"CHERRY LOG, Gilmer County, Georgia",7000000US13123000006,1135,29,1040,4,7,49,6
1568,"BOARDTOWN, Gilmer County, Georgia",7000000US13123000007,1565,32,1471,7,10,43,2
1569,"MOUNTAINTOWN, Gilmer County, Georgia",7000000US13123000008,1533,100,1343,16,11,51,12
1570,"EAST ELLIJAY, Gilmer County, Georgia",7000000US13123000009,2381,498,1779,20,32,41,11
1571,"ELLIJAY NORTH, Gilmer County, Georgia",7000000US13123000010,2941,818,2027,4,9,68,15
1572,"YUKON, Gilmer County, Georgia",7000000US13123000011,1740,152,1480,5,3,100,0
1573,"BIG CREEK, Gilmer County, Georgia",7000000US13123000012,2152,93,1946,6,11,79,17
1574,"ELLIJAY NORTHEAST, Gilmer County, Georgia",7000000US13123000013,2415,133,2178,5,11,74,14
1575,"EDGEHILL, Glascock County, Georgia",7000000US1312500EDGH,156,4,148,1,0,3,0
1576,"GIBSON, Glascock County, Georgia",7000000US1312500GIBS,1061,8,937,95,1,19,1
1577,"MILL, Glascock County, Georgia",7000000US1312500MILL,1047,20,941,53,6,26,1
1578,"MITCHELL, Glascock County, Georgia",7000000US1312500MITC,620,20,547,47,0,6,0
1579,"STERLING ELEMENTARY, Glynn County, Georgia",7000000US13127001713,6452,622,4576,805,125,248,76
1580,"MARSHES OF GLYNN, Glynn County, Georgia",7000000US13127001923,4373,182,3309,646,21,173,42
1581,"SATILLA MARSH SCHOOL, Glynn County, Georgia",7000000US13127001933,3778,169,2795,579,77,138,20
1582,"GLYNDALE SCHOOL, Glynn County, Georgia",7000000US13127001943,3325,264,2631,272,34,103,21
1583,"CHRISTIAN RENEWAL, Glynn County, Georgia",7000000US13127002713,4416,147,4118,26,28,84,13
1584,"OGLETHORPE POINT, Glynn County, Georgia",7000000US13127002923,2951,99,2663,107,29,38,15
1585,"ST WILLIAMS CHURCH, Glynn County, Georgia",7000000US13127002933,4929,136,4523,64,42,132,32
1586,"FIRST BAPTIST, Glynn County, Georgia",7000000US13127002943,4786,119,4386,107,24,123,27
1587,"JEKYLL ISLAND, Glynn County, Georgia",7000000US13127002953,866,16,823,0,3,22,2
1588,"STERLING CH. OF GOD, Glynn County, Georgia",7000000US13127003713,5572,459,3650,1022,125,294,22
1589,"SE BAPTIST BLDG, Glynn County, Georgia",7000000US13127003723,3022,190,1853,776,85,103,15
1590,"CAREER ACADEMY, Glynn County, Georgia",7000000US13127003733,3929,358,2802,523,37,166,43
1591,"C B GREER SCHOOL, Glynn County, Georgia",7000000US13127003743,4102,302,2796,567,197,191,49
1592,"BALLARD COMMUNITY BUILDING, Glynn County, Georgia",7000000US13127004913,5036,446,2987,1210,141,210,42
1593,"NORTHSIDE CHURCH, Glynn County, Georgia",7000000US13127004923,4534,452,1806,2000,67,148,61
1594,"ABUNDANT LIFE, Glynn County, Georgia",7000000US13127004933,4406,450,1920,1761,82,155,38
1595,"COLLEGE PLACE, Glynn County, Georgia",7000000US13127005913,4298,319,2125,1713,24,95,22
1596,"HOWARD COFFIN PARK, Glynn County, Georgia",7000000US13127005923,5022,583,1904,2330,12,170,23
1597,"BURROUGHS MOLETTE, Glynn County, Georgia",7000000US13127005933,5881,541,592,4500,19,197,32
1598,"SELDEN PARK, Glynn County, Georgia",7000000US13127005943,2821,482,728,1461,3,123,24
1599,"LILY POND, Gordon County, Georgia",7000000US13129000856,2637,173,2272,82,9,89,12
1600,"FAIRMOUNT, Gordon County, Georgia",7000000US13129000874,2806,67,2536,40,18,139,6
1601,"RED BUD, Gordon County, Georgia",7000000US13129000973,4292,463,3513,91,36,171,18
1602,"RESACA, Gordon County, Georgia",7000000US13129000980,2680,483,2011,70,16,82,18
1603,"SUGAR VALLEY, Gordon County, Georgia",7000000US13129001054,2242,176,1945,23,11,85,2
1604,"PLAINVILLE, Gordon County, Georgia",7000000US13129001055,3167,211,2732,50,25,127,22
1605,"SONORAVILLE, Gordon County, Georgia",7000000US13129001056,8097,768,6754,177,55,316,27
1606,"PINE CHAPEL, Gordon County, Georgia",7000000US13129001063,1708,106,1505,11,10,70,6
1607,"OOSTANAULA, Gordon County, Georgia",7000000US13129001064,888,29,770,49,4,34,2
1608,"OAKMAN, Gordon County, Georgia",7000000US13129001235,2098,63,1910,12,10,92,11
1609,"GORDON COUNTY, Gordon County, Georgia",7000000US131290849-A,9986,2025,7165,316,72,356,52
1610,"CALHOUN CITY, Gordon County, Georgia",7000000US131290849-B,16943,4393,10204,1154,453,655,84
1611,"BLOWING CAVE, Grady County, Georgia",7000000US1313100000B,1492,179,1119,163,1,29,1
1612,"DUNCANVILLE, Grady County, Georgia",7000000US1313100000D,732,52,468,191,2,18,1
1613,"HIGDON, Grady County, Georgia",7000000US1313100000H,1335,76,912,291,5,47,4
1614,"LIMESINK, Grady County, Georgia",7000000US1313100000L,499,7,402,80,0,8,2
1615,"MIDWAY, Grady County, Georgia",7000000US1313100000M,2310,281,1672,280,14,57,6
1616,"PINE PARK, Grady County, Georgia",7000000US1313100000P,1673,203,938,472,2,46,12
1617,"RAGAN, Grady County, Georgia",7000000US1313100000R,866,39,600,195,3,24,5
1618,"SPENCE, Grady County, Georgia",7000000US1313100000S,1290,98,1017,109,7,42,17
1619,"WHIGHAM, Grady County, Georgia",7000000US1313100000W,1837,77,1261,412,10,61,16
1620,"SPRING HILL, Grady County, Georgia",7000000US131310000SH,796,44,648,64,2,35,3
1621,"WOODLAND, Grady County, Georgia",7000000US131310000WL,3639,249,2817,430,7,98,38
1622,"CAIRO 4TH DISTRICT, Grady County, Georgia",7000000US13131000C04,4082,380,761,2826,4,90,21
1623,"CAIRO 5TH DISTRICT, Grady County, Georgia",7000000US13131000C05,5685,1588,2100,1772,53,117,55
1624,"GREENSBORO, Greene County, Georgia",7000000US13133000001,6440,726,2386,3087,60,154,27
1625,"UNION POINT, Greene County, Georgia",7000000US13133000004,2910,202,1143,1441,22,91,11
1626,"SILOAM, Greene County, Georgia",7000000US13133000005,1343,97,608,617,2,16,3
1627,"WHITE PLAINS, Greene County, Georgia",7000000US13133000006,494,29,219,228,0,17,1
1628,"OLD SALEM, Greene County, Georgia",7000000US13133000008,7728,235,6770,410,90,177,46
1629,"HARBINS A, Gwinnett County, Georgia",7000000US13135000001,11112,1671,4447,4048,410,431,105
1630,"ROCKBRIDGE A, Gwinnett County, Georgia",7000000US13135000002,5732,707,943,3627,227,196,32
1631,"DACULA, Gwinnett County, Georgia",7000000US13135000003,7312,1506,2595,2504,364,256,87
1632,"SUWANEE A, Gwinnett County, Georgia",7000000US13135000004,2772,307,1291,550,460,139,25
1633,"BAYCREEK A, Gwinnett County, Georgia",7000000US13135000005,3585,337,1737,1082,233,131,65
1634,"GOODWINS A, Gwinnett County, Georgia",7000000US13135000006,5788,1509,1940,1192,905,178,64
1635,"DULUTH A, Gwinnett County, Georgia",7000000US13135000007,7637,752,2910,1274,2310,341,50
1636,"DUNCANS A, Gwinnett County, Georgia",7000000US13135000008,6540,531,4101,1007,602,257,42
1637,"PUCKETTS A, Gwinnett County, Georgia",7000000US13135000009,8054,996,4953,970,773,309,53
1638,"CATES A, Gwinnett County, Georgia",7000000US13135000010,3430,631,1717,711,177,161,33
1639,"BERKSHIRE A, Gwinnett County, Georgia",7000000US13135000011,5703,2481,1015,964,1037,147,59
1640,"BERKSHIRE B, Gwinnett County, Georgia",7000000US13135000012,11845,3307,1569,3340,3174,328,127
1641,"DUNCANS C, Gwinnett County, Georgia",7000000US13135000013,4075,360,2838,408,277,159,33
1642,"GARNERS A, Gwinnett County, Georgia",7000000US13135000014,4673,499,2625,737,585,184,43
1643,"LAWRENCEVILLE A, Gwinnett County, Georgia",7000000US13135000015,6050,1812,1977,1640,348,212,61
1644,"LAWRENCEVILLE B, Gwinnett County, Georgia",7000000US13135000016,7989,1579,2055,2954,1078,227,96
1645,"MARTINS A, Gwinnett County, Georgia",7000000US13135000017,6977,2941,974,1922,946,134,60
1646,"MARTINS B, Gwinnett County, Georgia",7000000US13135000018,5388,1971,1108,1342,746,189,32
1647,"MARTINS C, Gwinnett County, Georgia",7000000US13135000019,4451,1667,1258,945,415,133,33
1648,"PINKCNEYVILLE A, Gwinnett County, Georgia",7000000US13135000020,7212,4158,725,1541,544,175,69
1649,"PINCKNEYVILLE B, Gwinnett County, Georgia",7000000US13135000021,11176,6794,929,1954,1225,189,85
1650,"PINCKNEYVILLE C, Gwinnett County, Georgia",7000000US13135000022,2710,311,1569,370,316,131,13
1651,"PINCKNEYVILLE D, Gwinnett County, Georgia",7000000US13135000023,5988,3535,591,1078,630,112,42
1652,"SUGAR HILL A, Gwinnett County, Georgia",7000000US13135000024,9344,3100,3455,1474,882,379,54
1653,"SUGAR HILL B, Gwinnett County, Georgia",7000000US13135000025,9283,2058,4507,1398,786,440,94
1654,"HOG MOUNTAIN A, Gwinnett County, Georgia",7000000US13135000026,8042,1756,2839,2099,990,293,65
1655,"HOG MOUNTAIN B, Gwinnett County, Georgia",7000000US13135000027,6314,867,3098,1357,682,256,54
1656,"ROCKYCREEK A, Gwinnett County, Georgia",7000000US13135000028,8636,1133,4226,2438,396,362,81
1657,"CATES B, Gwinnett County, Georgia",7000000US13135000029,2122,318,1302,229,152,98,23
1658,"CATES C, Gwinnett County, Georgia",7000000US13135000030,4292,554,1236,2127,143,191,41
1659,"HOG MOUNTAIN D, Gwinnett County, Georgia",7000000US13135000031,4737,971,2134,858,531,199,44
1660,"BERKSHIRE D, Gwinnett County, Georgia",7000000US13135000032,4101,473,1814,725,884,182,23
1661,"BERKSHIRE E, Gwinnett County, Georgia",7000000US13135000033,2722,321,1278,383,640,87,13
1662,"BERKSHIRE F, Gwinnett County, Georgia",7000000US13135000034,4403,1522,773,717,1244,103,44
1663,"CATES D, Gwinnett County, Georgia",7000000US13135000035,5770,652,2024,1564,1203,285,42
1664,"CATES E, Gwinnett County, Georgia",7000000US13135000036,4232,411,2026,779,733,231,52
1665,"PINCKNEYVILLE E, Gwinnett County, Georgia",7000000US13135000037,4844,1826,946,1693,214,123,42
1666,"PINCKNEYVILLE F, Gwinnett County, Georgia",7000000US13135000038,6986,4264,790,1015,723,130,64
1667,"DUNCANS D, Gwinnett County, Georgia",7000000US13135000039,10195,1067,6143,1651,852,418,64
1668,"PINCKNEYVILLE H, Gwinnett County, Georgia",7000000US13135000040,6034,649,2909,1171,1011,243,51
1669,"BAYCREEK B, Gwinnett County, Georgia",7000000US13135000041,8447,965,1987,4980,143,270,102
1670,"LAWRENCEVILLE C, Gwinnett County, Georgia",7000000US13135000042,6172,1138,2601,1727,428,210,68
1671,"MARTINS D, Gwinnett County, Georgia",7000000US13135000043,5114,2090,553,1275,1023,127,46
