"GEO_ID","NAME","P2_001N","P2_002N","P2_003N","P2_004N","P2_005N","P2_006N","P2_007N","P2_008N","P2_009N","P2_010N","P2_011N","P2_012N","P2_013N","P2_014N","P2_015N","P2_016N","P2_017N","P2_018N","P2_019N","P2_020N","P2_021N","P2_022N","P2_023N","P2_024N","P2_025N","P2_026N","P2_027N","P2_028N","P2_029N","P2_030N","P2_031N","P2_032N","P2_033N","P2_034N","P2_035N","P2_036N","P2_037N","P2_038N","P2_039N","P2_040N","P2_041N","P2_042N","P2_043N","P2_044N","P2_045N","P2_046N","P2_047N","P2_048N","P2_049N","P2_050N","P2_051N","P2_052N","P2_053N","P2_054N","P2_055N","P2_056N","P2_057N","P2_058N","P2_059N","P2_060N","P2_061N","P2_062N","P2_063N","P2_064N","P2_065N","P2_066N","P2_067N","P2_068N","P2_069N","P2_070N","P2_071N","P2_072N","P2_073N"
"7000000US130010003A1","3A1, Appling County, Georgia","1146","24","1122","1107","1073","25","7","2","0","0","15","14","1","12","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13003000001","PEARSON COUNTY, Atkinson County, Georgia","3121","748","2373","2304","2106","174","12","1","0","11","69","63","16","36","2","0","3","6","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0"
"7000000US13003000002","AXSON, Atkinson County, Georgia","1322","239","1083","1063","1033","19","8","3","0","0","20","15","0","10","0","1","4","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"7000000US13003000003","WILLACOOCHEE, Atkinson County, Georgia","2022","380","1642","1601","1129","462","6","0","2","2","41","34","7","10","6","0","7","4","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","1","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"7000000US13003000004","PEARSON CITY, Atkinson County, Georgia","1821","681","1140","1103","533","553","4","8","2","3","37","32","14","11","0","3","3","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0"
"7000000US130050DOUGL","DOUGLAS, Bacon County, Georgia","11140","875","10265","9930","8103","1747","4","40","4","32","335","316","163","96","8","0","32","10","4","0","3","0","0","0","0","0","0","15","0","1","0","2","0","0","5","0","1","0","0","0","1","4","0","1","0","0","0","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1300700000A","ANNA, Baker County, Georgia","204","9","195","182","139","43","0","0","0","0","13","11","0","7","0","0","1","0","2","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1300700000E","ELMODEL, Baker County, Georgia","485","34","451","434","199","229","0","6","0","0","17","13","4","1","3","0","0","0","0","1","4","0","0","0","0","0","0","3","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1300700000H","HOGGARDS MILL, Baker County, Georgia","423","20","403","396","197","199","0","0","0","0","7","7","0","0","1","0","0","2","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1300700000M","MILFORD, Baker County, Georgia","340","4","336","333","231","98","0","4","0","0","3","3","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1300700000N","NEWTON, Baker County, Georgia","1424","76","1348","1318","748","559","1","8","0","2","30","21","5","4","2","0","4","0","3","0","3","0","0","0","0","0","0","6","1","0","0","0","3","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2"
"7000000US13009000318","NORTH BALDWIN, Baldwin County, Georgia","4892","164","4728","4600","3288","1131","5","168","0","8","128","121","31","44","20","1","22","1","2","0","0","0","0","0","0","0","0","6","3","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13009000319","WEST BALDWIN, Baldwin County, Georgia","2631","42","2589","2542","1415","1101","4","14","4","4","47","46","23","9","2","1","5","6","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13009000322","COOPERS, Baldwin County, Georgia","2191","21","2170","2123","1617","492","0","5","1","8","47","44","15","19","2","1","2","1","0","0","4","0","0","0","0","0","0","3","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13009001714","SCOTTSBORO, Baldwin County, Georgia","1772","37","1735","1679","1126","532","4","11","0","6","56","52","17","15","5","0","7","5","0","0","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1300900321E","EAST HARDWICK, Baldwin County, Georgia","2056","59","1997","1934","400","1507","4","13","1","9","63","63","36","16","0","1","8","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1300900321W","WEST HARDWICK, Baldwin County, Georgia","4369","77","4292","4194","1180","2983","7","9","0","15","98","97","51","23","2","0","4","10","2","0","5","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1300900CTY1","SOUTH MILLEDGEVILLE, Baldwin County, Georgia","3706","156","3550","3446","1635","1689","4","76","4","38","104","94","35","29","13","0","9","4","2","0","2","0","0","0","0","0","0","10","4","2","1","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1300900CTY2","CITY HALL ANNEX, Baldwin County, Georgia","3520","74","3446","3415","1330","2063","0","18","1","3","31","31","18","7","0","0","2","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1300900CTY3","BODDIE, Baldwin County, Georgia","1697","87","1610","1555","612","910","4","12","2","15","55","52","18","7","15","0","4","5","0","2","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1300900CTY4","COURTHOUSE, Baldwin County, Georgia","3136","149","2987","2920","2361","458","5","39","3","54","67","63","16","25","4","0","11","1","1","0","5","0","0","0","0","0","0","3","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1300900CTY5","FIRE DEPT, Baldwin County, Georgia","1643","26","1617","1583","631","892","3","52","5","0","34","32","20","5","2","0","2","1","0","0","2","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1300900CTY6","NORTH MILLEDGEVILLE, Baldwin County, Georgia","3364","61","3303","3255","1485","1668","9","83","1","9","48","45","32","8","4","0","0","0","1","0","0","0","0","0","0","0","0","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1300900MERI","MERIWEATHER, Baldwin County, Georgia","3664","133","3531","3414","2363","957","4","82","1","7","117","109","41","28","15","0","20","2","2","0","1","0","0","0","0","0","0","8","4","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US1300900MONT","EAST BALDWIN, Baldwin County, Georgia","5158","53","5105","4973","2989","1935","11","17","4","17","132","128","48","61","4","0","9","3","2","0","0","0","0","0","1","0","0","4","1","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13011000001","0110001 - ANDERSON Voting District, Banks County, Georgia","2159","84","2075","2016","1956","38","4","17","1","0","59","57","10","33","3","0","9","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13011000002","0110002 - BALDWIN Voting District, Banks County, Georgia","1209","173","1036","1002","965","9","0","26","1","1","34","31","6","14","4","0","6","0","0","0","0","0","0","0","1","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13011000003","0110003 - BERLIN Voting District, Banks County, Georgia","545","10","535","516","482","12","2","20","0","0","19","19","5","13","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13011000004","0110004 - BUSHVILLE Voting District, Banks County, Georgia","1220","91","1129","1086","1014","56","4","11","0","1","43","43","12","18","2","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13011000005","0110005 - COLUMBIA Voting District, Banks County, Georgia","495","29","466","447","436","9","0","0","1","1","19","19","3","12","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13011000006","0110006 - DAVIDS Voting District, Banks County, Georgia","2685","97","2588","2450","2292","97","13","46","0","2","138","133","35","73","8","0","15","0","0","0","1","0","0","0","1","0","0","4","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13011000007","0110007 - GOLDEN HILL Voting District, Banks County, Georgia","1615","271","1344","1298","1270","10","2","7","1","8","46","42","5","28","0","0","6","0","0","0","1","1","0","0","1","0","0","3","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13011000008","0110008 - GROVE RIVER Voting District, Banks County, Georgia","779","65","714","685","671","5","5","3","0","1","29","29","7","15","2","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13011000009","0110009 - HOLLINGSWORTH Voting District, Banks County, Georgia","938","59","879","856","830","12","4","6","0","4","23","20","4","8","4","0","3","0","0","0","1","0","0","0","0","0","0","3","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13011000010","0110010 - HOMER Voting District, Banks County, Georgia","2136","87","2049","1978","1907","56","6","6","0","3","71","69","23","36","4","0","5","0","0","0","1","0","0","0","0","0","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13011000011","0110011 - POPLAR SPRINGS Voting District, Banks County, Georgia","2430","128","2302","2217","2123","61","6","23","3","1","85","85","26","40","7","0","10","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13011000012","0110012 - WASHINGTON Voting District, Banks County, Georgia","1016","42","974","937","892","20","2","17","0","6","37","36","3","21","1","0","11","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US13011000013","0110013 - WILMONTS Voting District, Banks County, Georgia","808","28","780","763","740","9","6","7","1","0","17","16","11","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
